,query,target_query,generated_query
260,what were the release years of the movies that share screenwriters with the movie [Taken 3],1987|1984|1985|1981|1988|1989|2014|2011|2010|2013|2012|1993|1995|1997|1998|2002|2003|2000|2001|2006|2004|2005|2008,"MATCH (m:Movie {name: 'Taken 3'})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
261,the films written by the writer of [We Are the Best!] starred who,Michelle Williams|Sanna Bråding|Thorsten Flinck|Björn Almroth|Gael García Bernal|Goran Marjanovic|Rebecka Liljeberg|Alexandra Dahlström,"MATCH (m:Movie {name: 'We Are the Best!'})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
262,who are the film directors whose writers also wrote [The Trials of Cate McCall],Karen Moncrieff,"MATCH (m:Movie {name: 'The Trials of Cate McCall'})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(otherMovies:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN DISTINCT d.name"
263,who are the directors who the actors in their movies also appear in the film [Desperate Search],Irving Pichel|Robert Stevenson|Charles Walters|Wesley Ruggles|S. Sylvan Simon|Richard Quine|Richard Brooks|George Sidney|Jacques Tourneur|Joseph Pevney|Vincente Minnelli|Richard Thorpe|Charles Crichton|Irvin Kershner|Don Siegel|John Cromwell|Edward Buzzell|Joe Dante|Steve Sekely|Burt Kennedy|John Sturges|James Whale|Rudolph Maté,MATCH (m:Movie {name: 'Desperate Search'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director) RETURN DISTINCT d.name
264,what were the years of the release of films that share actors with the film [Deep Red],1977|1970|1980|1978,"MATCH (m:Movie {name: ""Deep Red""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(mo:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
265,who are the directors who the actors in their films appear in the film [The Last Blitzkrieg],Henry Hathaway|Mark Atkins|Melville Shavelson|Victor Fleming|Sam Wood|Stanley Kramer|Charles Walters|Robert Z. Leonard|Vincente Minnelli|John Rich|John Gilling|George Mendeluk|Mervyn LeRoy|Neil Jordan|Norman Krasna|Richard Brooks|Clarence Brown|Robert Pirosh|Edward Buzzell|Edward Dmytryk,"MATCH (m:Movie {name: 'The Last Blitzkrieg'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(otherMovies:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN DISTINCT d.name"
266,What genres make films that share actors with [Plaza Suite] fall under,Mystery|Romance|Sport|Family|Crime|Drama|Fantasy|Comedy|Musical|Thriller,"MATCH (m:Movie {name: 'Plaza Suite'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
267,what were the years of liberation of films that share actors with the film [Curious George],1999|1998|1945|2003|2007|2005|2015|2008|2009|2010|2012,"MATCH (m:Movie {name: ""Curious George""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
268,Who heads films that share actors with the film [Mr. Hobbs Takes a Vacation],John Ford|Gary Trousdale|John Woo|John Cromwell|Lee Sholem|Billy Wilder|Dorothy Arzner|Kirk Wise|Mario Bava|George Cukor|Walter Lang|George Seaton|Lewis Allen|Roy Del Ruth|George Schaefer|Nancy Meyers|Robert B. Bean|Otto Preminger|Vincent McEveety|Anthony Mann|Don Siegel|John Huston|H. Bruce Humberstone|William A. Wellman|Jean Renoir|David Swift|Richard Thorpe|Gene Kelly|Henry Hathaway|Henry King|Jean Delannoy|Alfred Hitchcock|Nicholas Ray|Robert Aldrich|Ernst Lubitsch|Henry Koster|Mervyn LeRoy|Frank Borzage|Delmer Daves|King Vidor|George Marshall|Sam Peckinpah|William Dieterle|Frank Capra|Chris Columbus|Les Mayfield|Leslie Fenton|Blake Edwards|George Stevens|Andrew V. McLaglen|Clarence Brown|Carol Reed,"MATCH (m:Movie {name: ""Mr. Hobbs Takes a Vacation""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
269,Which languages are the films which share actors with [A Diary for Timothy] in,German|French|English,"MATCH (m:Movie {name: 'A Diary for Timothy'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name"
270,The films that share actors with the film [The Apple Dumpling Gang Rides Again] were in which genres,Mystery|Horror|Fantasy|Animation|Western|Comedy|Musical|Thriller,"MATCH (m:Movie {name: ""The Apple Dumpling Gang Rides Again""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)
MATCH (m2)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
271,who runs films that share actors with the film [Top Secret!],John Guillermin|J. Lee Thompson|Terence Young|Henri Verneuil|Henry Levin|Blake Edwards|Anatole Litvak|James Clavell|David Greene|David Lean|François Dupeyron|Joe Johnston|Herbert Ross|Fred Zinnemann,"MATCH (m:Movie {name: ""Top Secret!""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)
MATCH (m2)-[:DIRECTED_BY]->(d:Director)
RETURN DISTINCT d.name"
272,which genres are the films played by [The Whole Wide World] actors,Drama|Musical|Crime|Romance|Animation|Horror|Comedy|War|Thriller,"MATCH (m:Movie {name: ""The Whole Wide World""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
273,The films that share writers with the film [The Wheeler Dealers] were in which genres,Comedy,"MATCH (m:Movie {name: ""The Wheeler Dealers""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(sharedMovies:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
274,what types are the movies written by the screenwriter of [The Chatterley Affair],Drama|Romance|Comedy|Thriller,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer) 
WHERE m.name = ""The Chatterley Affair"" 
WITH w 
MATCH (m2:Movie)-[:WRITTEN_BY]->(w), (m2)-[:HAS_GENRE]->(g:Genre) 
RETURN distinct g.name"
275,what were the release years of the movies that share screenwriters with the movie [Hallam Foe],2003,"MATCH (m:Movie {name: ""Hallam Foe""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
276,the films directed by the director of [Bikini Beach] starred who,Frankie Avalon|Annette Funicello,"MATCH (m:Movie {name: ""Bikini Beach""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
277,Which languages are the films that share directors with [Roxanne] in,Mandarin|Cantonese,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:IN_LANGUAGE]->(l:Language)
WHERE m.name = ""Roxanne""
RETURN DISTINCT l.name"
278,which languages are the films which share writers with [The Godfather] in,German|Romanian|English,"MATCH (m:Movie {name: 'The Godfather'})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(other:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name"
279,who are the screenwriters that the directors of their movies also directed [Yankee Doodle Dandy],Mark Twain|Allen C. Miller|James M. Cain|Jan de Hartog|Jack Moffitt|Lewis E. Lawes|Roy Chanslor|Arthur T. Horman|Roland Gillett|Paul Green|Casey Robinson|Preston A. Whitmore II|Lenore J. Coffee|Mika Waltari|Norman Reilly Raine|Donald Henderson Clarke|Robert Buckner|Abem Finkel|Paul Wellman|Carl Erickson|John Wexley|Charlotte Armstrong|Rowland Leigh|Seton I. Miller|Richard Macaulay|Harry Harrison Kroll|Alfred Lord Tennyson|Philip G. Epstein|Dorothy Baker|Ranald MacDougall|Albert Husson|James Norman Hall|Fannie Hurst|Ernest Hemingway|Michael A. Musmanno|Howard Koch|Julius J. Epstein|Charles Hoffman|Tinto Brass|Robert Rossen|Charles Nordhoff|Warren Duff|Lillie Hayward|Michael Jacoby|Jack London|Joseph E. Davies|Rowland Brown|Laird Doyle|Darryl F. Zanuck|Harry R. Irving|William Bowers|Murray Burnett|Philip Dunne|Harold Robbins|Robert Wilder|Joan Alison|Leo Townsend|Edmund H. North|Maxwell Anderson|Claude Binyon|Carl Foreman|Rafael Sabatini,"MATCH (m:Movie {name: 'Yankee Doodle Dandy'})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
280,the films who share the actors with the film [Mad Max] are directed by whom,Michael Almereyda|Adrian Grunberg|Roland Emmerich|George Ogilvie|Keith Gordon|Peter Weir|John Badham|Tim Burstall|Wim Wenders|Richard Donner|Roger Spottiswoode|Dean Semler|Jodie Foster|Mark Rydell|Jean Renoir|M. Night Shyamalan|Martin Campbell|Brian Helgeland|Tony Richardson|Nick Park|Steve Miner|Gillian Armstrong|Franco Zeffirelli|Robert Towne|Ron Howard|John Gielgud|Nancy Meyers|Lewis Milestone|Randall Wallace|Robert Rodriguez|Laurence Olivier|Jarmo Lampela|George Miller|Peter Lord|Grigori Kozintsev|Roger Donaldson|Kenneth Branagh|Mel Gibson,"MATCH (m:Movie {name: 'Mad Max'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
281,who is listed as director of the movies starred by [Labyrinth] actors,Josh Boone|Dustin Lance Black|Claudia Llosa|Dario Argento|Ang Lee|Dennis Hopper|Bryan Gordon|Julien Temple|Darren Aronofsky|Alex Proyas|Tony Scott|Richard Shepard|Ron Howard|Ed Harris|Hideo Nakata|Todd Field|Joe Johnston|Nicolas Roeg|Edward Zwick|Walter Salles|William Dieterle,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
WHERE m.name = ""Labyrinth""
RETURN d.name"
282,The films that share the directors with the [Dog Park] film were released in what years,2002|1999,"MATCH (m:Movie {name: ""Dog Park""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
283,Which genres make movies that share directors with [Dark Water] fall under,Mystery|Horror|Drama|Adventure|Action|Comedy|Thriller,"MATCH (m:Movie {name:""Dark Water""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
284,Which languages are spoken in films whose directors have also been directed [Bernie],French,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie {name: 'Bernie'}),
      (m)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name"
285,which person led the films executed by the actors in [The Reluctant Debutante],Wes Craven|John Cromwell|Henry Levin|Samuel Bayer|Joseph L. Mankiewicz|Cecil B. DeMille|George Cukor|Curtis Harrington|Preston Sturges|Eduardo Mignogna|John M. Stahl|Robert Clouse|Reginald Beck|Anthony Bushell|David Lean|Douglas Sirk|Howard Zieff|Robert Mulligan|Sidney J. Furie|Gabriel Pascal|Andrew V. McLaglen|David Miller|Glen Morgan|Delmer Daves|Paul Wendkos|Bob Clark|Richard Fleischer|Henry Cornelius|Henry Koster|Carol Reed,"MATCH (m:Movie {name: ""The Reluctant Debutante""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
286,Which languages are the films which share actors with [Labor Day] in,German|Danish|Korean|French|English,"MATCH (m:Movie {name: 'Labor Day'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name"
287,The films that share the directors with the film [The Little Shop of Horrors] were in what genres ,Mystery|Sport|Horror|Crime|Drama|Western|Comedy|War|Thriller|Adventure,"MATCH (m:Movie {name: ""The Little Shop of Horrors""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
288,the films that share writers with the film [The Flowers of St. Francis] were in which genres,Mystery|Horror|Drama|Fantasy|Music|Comedy|Documentary|War|Biography,"MATCH (m:Movie {name: ""The Flowers of St. Francis""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
289,The films that share the actors with the film [Felidae] are directed by whom,Martin Provost|Florian Henckel von Donnersmarck,"MATCH (m:Movie {name:""Felidae""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
290,who are the directors who the actors in their films are also appearing in the film [Twins],Larry Karaszewski|Tim Burton|Chuck Russell|Richard LaGravenese|David Levien|Brian Levant|Paul Michael Glaser|Scott Alexander|John Whitesell|Joseph Anthony|Andrew Davis|Penny Marshall|John Milius|Jeremy Joe Kronsberg|Mikael Håfström|Barry Levinson|Francis Ford Coppola|Patrick Hughes|Anthony Mann|Brian Koppelman|David Zucker|Walter Hill|Peter Hyams|Jake Paltrow|Alfred Hitchcock|Barry Sonnenfeld|Hal Needham|James Cameron|Robert Zemeckis|Sam Weisman|David Ayer|Jerry Zucker|Jim Abrahams|James L. Brooks|Len Wiseman|Lewis Teague|Mark L. Lester|Roger Spottiswoode|George Butler|Marshall Herskovitz|Ivan Reitman|Danny DeVito|David Mamet|John McTiernan|Paul Verhoeven|Marcus Nispel|John Irvin|Richard Fleischer|Norman Jewison|Brian De Palma|Bob Rafelson,"MATCH (m:Movie {name: 'Twins'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN DISTINCT d.name"
291,who are the directors that the actors of their films also appear in the film [A Perfect Murder],Curtis Hanson|Rob Cohen|Shana Feste|Harald Zwart|Peter Askin|Ingmar Bergman|Joel Schumacher|James B. Harris|Bernard McEveety|Peter Howitt|Steven Hilliard Stern|Stephen Hopkins|Fritz Lang|Paul Thomas Anderson|Mike Newell|Joe Johnston|David Fincher|Jocelyn Moorhouse|Neil LaBute|Barry Levinson|Shane Black|Brian Koppelman|Philip Ridley|Mark Tonderai|Peter Hyams|Diarmuid Lawrence|Clark Johnson|John Hillcoat|Takeshi Kitano|Robert Zemeckis|Arthur Hiller|Stuart Blumberg|Jon Favreau|Rob Reiner|Gary Fleder|David Levien|David Lean|Lewis Teague|David Seltzer|Anthony Minghella|Matt Reeves|Adrian Lyne|Don Roos|Kerry Conran|David Cronenberg|Ridley Scott|Michael Crichton|Fred Schepisi|Vicente Amorim|Michael Winner|Danny DeVito|John Madden|Alfonso Cuarón|Steven Soderbergh|Paul Verhoeven|Graeme Clifford|Hossein Amini|James Bridges|Mike Cahill|Douglas McGrath|Wes Anderson|Betty Thomas|Mark Waters|Clarence Brown|Yam Laranas|Bruno Barreto|Jon Turteltaub,"MATCH (m:Movie {name: 'A Perfect Murder'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN DISTINCT d.name"
292,what languages are spoken in films whose actors are also appearing in [Fifty/Fifty],English,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(movie:Movie {name: ""Fifty/Fifty""}) 
MATCH (m)-[:IN_LANGUAGE]->(l:Language) 
RETURN DISTINCT l.name"
293,the movies written by the screenwriter of [Snow White and the Huntsman] were directed by who,Iain Softley|John Lee Hancock|Michael Winterbottom|John Wayne|Nicolas Winding Refn|Hossein Amini|Mark Steven Johnson|Neil Burger,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
WHERE m.name = ""Snow White and the Huntsman""
RETURN d.name"
294,the movies directed by the director of [Intermission] starred who,Domhnall Gleeson|Andrew Garfield|Peter Mullan|Emory Cohen|Bill Milner|Saoirse Ronan,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE m.name = ""Intermission""
RETURN a.name"
295,The films that share actors with the film [Sunflower] were in what genres ,Drama|Action|Adventure|Biography,"MATCH (m:Movie {name: ""Sunflower""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:HAS_GENRE]->(g:Genre) RETURN g.name"
296,who writes films that share actors with the film [Rise of the Planet of the Apes],Amanda Silver|Steven Moffat|Rick Jaffa|Mark Bomback|Joe Cornish|Rupert Wyatt|Nick Perry|Edgar Wright|Hergé,"MATCH (m:Movie {name: ""Rise of the Planet of the Apes""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN DISTINCT w.name"
297,who led the films written by the writer of [Little Manhattan],Mark Levin|Jennifer Flackett,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer) WHERE m.name = ""Little Manhattan""
MATCH (m2:Movie)-[:WRITTEN_BY]->(w)
MATCH (m2)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
298,Which genres make films that share directors with [Live Free or Die Hard] fall under the stroke,Action|Comedy|Thriller|Crime,"MATCH (m:Movie {name: ""Live Free or Die Hard""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
299,What are the genres of the films whose actors are also appearing in [Around the World Under the Sea],Action|Drama|Comedy|War,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(n:Movie {name: 'Around the World Under the Sea'}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
300,which languages are spoken in the films whose actors are also appearing in [Godzilla vs. Mechagodzilla II],Japanese,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(g:Movie {name: ""Godzilla vs. Mechagodzilla II""}), (m)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name"
301,Which genres make films that share directors with [The Princess of Montpensier] fall under the stroke,Drama|Comedy,"MATCH (m:Movie {name: 'The Princess of Montpensier'})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherM:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
302,who is listed as director of the movies starred by [Il Grido] actors,Robert Stevenson|Sam Peckinpah|Luchino Visconti|Stuart Heisler|Georges Franju|Norman Z. McLeod|Don Siegel|Henri Colpi|Basil Dearden|Carol Reed,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director) 
WHERE m.name = 'Il Grido' 
RETURN d.name"
303,who has written the films played by the actors in [Bettie Page Reveals All],Mike Binder|Brian De Palma|William Harrison,"MATCH (m:Movie {name: 'Bettie Page Reveals All'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
304,the films written by the screenwriter of [Submarino] were directed by who,Thomas Vinterberg,"MATCH (m:Movie {name: ""Submarino""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(otherMovies:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
305,what languages are spoken in the films whose actors are also appearing in [With Honors],Swedish|French,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(mh:Movie{name:'With Honors'})
MATCH (m)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name"
306,who are the players in the films run by the director of [Stand Up and Cheer!],John Garrick|Warner Oland|Marguerite Churchill,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) 
WHERE m.name = ""Stand Up and Cheer!"" 
WITH d 
MATCH (m:Movie)-[:DIRECTED_BY]->(d), (m)-[:STARRED_ACTORS]->(a:Actor) 
RETURN a.name"
307,which are the directors of films written by the writer of [The Magic Christian],Terry Gilliam|Tony Richardson|Neil Armfield|Robert Young|Norman Jewison|Fred Schepisi|Dennis Hopper|Charles Crichton|John Cleese|Terry Jones|Christian Marquand,"MATCH (m:Movie {name: ""The Magic Christian""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
308,who has written films that share actors with the film [The Dead Girl],Stephen King|Stirling Silliphant|Dennis Lee|Theodore Dreiser|Jeff Nathanson|Elissa Down|Marc Rocco|Jill Sprecher|Jonathan Thies|Jon Land|Jim Rash|Nick Hornby|Susannah Grant|Walter Murch|Sidney Carroll|David Caesar|Lawrence D. Cohen|Matt Reeves|L. Frank Baum|Adam Elliot|Nia Vardalos|Nat Faxon|Robert Rossen|Truman Capote|Jennifer Weiner|Kate Grenville,"MATCH (m:Movie {name: 'The Dead Girl'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN DISTINCT w.name"
309,the films written by the screenwriter of [Somewhere in the Night] were directed by who,William A. Seiter|Edward F. Cline|Tim Burton|James Cruze|Eduardo Mignogna|Norman Taurog|John M. Stahl|Joseph L. Mankiewicz|Stephen Roberts|Cecil B. DeMille|Ernst Lubitsch|H. Bruce Humberstone|W.S. Van Dyke|Norman Z. McLeod|Phillip Noyce,MATCH (m:Movie {name:'Somewhere in the Night'})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:DIRECTED_BY]->(d:Director) RETURN d.name
310,Which languages are films that share actors with [Chain Lightning] in,Italian|Spanish|Japanese|French|English,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:IN_LANGUAGE]->(l:Language) 
WHERE m.name = 'Chain Lightning' 
RETURN DISTINCT l.name"
311,what were the years of liberation of films that share actors with the film [Tale of the Mummy],1998|1992,"MATCH (m:Movie {name: 'Tale of the Mummy'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
312,who is listed as director of the movies starred by [Stone of Destiny] actors,Jonathan English|Roland Joffé|Gary Winick,"MATCH (m:Movie {name:""Stone of Destiny""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN DISTINCT d.name"
313,who are the directors that actors in their films also appear in the movie [Summer Lovers],Michael Pressman|Ron Howard|Robert Altman|Gavin Millar|Ivan Reitman|Stuart Rosenberg|Melissa Painter|Christopher Guest|Fred Schepisi|James Foley|Donald Petrie|Taylor Hackford|Jon Turteltaub|Fernando Trueba|Nickolas Perry|Norman René|John Carpenter|Tony Bill|Wesley Strick|Steven Soderbergh,"MATCH (m:Movie {name: ""Summer Lovers""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(movies:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN DISTINCT d.name"
314,the films that share actors with the [Sparkle] film were in what genres,Sport|Family|Drama|Animation|Music|Action|Comedy|Thriller,"MATCH (m:Movie {name: 'Sparkle'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
315,who has written films that share filmmakers with the film [Allan Quatermain and the Lost City of Gold],Mary Rodgers,"MATCH (m:Movie {name: ""Allan Quatermain and the Lost City of Gold""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer) RETURN w.name"
316,who is listed as screenwriter of the films starred by [The Big Picture] actors,Brian Garfield|Craig Brewer|Billy Bob Thornton|Steven Fechter|Jacques Audiard|Delphine de Vigan|Greg Iles|Jieho Lee|Brent Maddock|David Koepp|Luc Bossi|James Gunn|Atom Egoyan|Ron Underwood|Guillaume Musso|Thomas Michael Donnelly|Dennis Lehane|Daniel Presley|Nicole Kassell|Gilles Legrand|Al Reinert|Michael Strobl|Maïwenn|Régis Roinsard|Richard Matheson|Brian Helgeland|Jim Lovell|Grégoire Vigneron|Michel Gondry|Ariane Mnouchkine|Boris Vian|Laurent Tirard|Rupert Holmes|Jeffrey Kluger|Aaron Sorkin|Noah Stern|Gilles Bourdos|John Hughes|Romain Compingt|Peter M. Lenkov|Bob DeRosa,"MATCH (m:Movie {name: ""The Big Picture""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN DISTINCT w.name"
317,the films who share the actors with the film [Cold Sweat] are directed by whom,Rainer Werner Fassbinder|J. Lee Thompson|Terence Young|Simon West|John Sturges|Walter Hill|Michael Winner|Richard Fleischer|Robert Aldrich|Stuart Rosenberg|Jacques Demy|Sydney Pollack|Roger Corman|Don Siegel|John Huston|Peter Collinson|Peter R. Hunt|Sergio Leone|Richard Donner,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
WHERE m.name = 'Cold Sweat'
RETURN DISTINCT d.name"
318,The genres of the films whose directors have also directed [The Business],Drama|Action|Crime,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie {name: ""The Business""})
MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
319,who has written films which share actors with the film [Housekeeping],Ed Solomon|Bryan Gordon|Naomi Foner,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer)
WHERE m.name = 'Housekeeping'
RETURN DISTINCT w.name"
320,that are the directors of the films written by the writer of [The Americanization of Emily],Elia Kazan|Ken Russell|Joshua Logan|Arthur Hiller|Richard Brooks|Delbert Mann|Sidney Lumet,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer) 
WHERE m.name = ""The Americanization of Emily"" 
WITH w 
MATCH (m2:Movie)-[:WRITTEN_BY]->(w)
MATCH (m2)-[:DIRECTED_BY]->(d:Director) 
RETURN d.name"
321,what were the release years of the movies that share screenwriters with the movie [Love Streams],1968|1980|1997|1977|1976|1974|1970|1999|2007|1959|2013,"MATCH (m:Movie {name: 'Love Streams'})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
