,query,target_query,generated_query
320,Which languages are the films that share directors with [Tears of the Sun] in the,"```
MATCH (m:Movie {name:""Tears of the Sun""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name
```","{'Welsh', 'Korean'}"
321,which are the directors of films written by the writer of [The Notebook],"MATCH (m:Movie {name: ""The Notebook""})-[:WRITTEN_BY]->(w:Writer)-[:WRITTEN_BY]<-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name","{'Adam Shankman', 'Luis Mandoki', 'Lasse Hallström', 'Scott Hicks', 'Michael Hoffman', 'Julie Anne Robinson'}"
322,What genres do the films that share writers with [Billy Madison] fall under the coup,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)-[:WRITTEN_BY]<-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""Billy Madison""
RETURN DISTINCT g.name","{'Comedy', 'Sport'}"
323,Who directed the films written by the writer of [The Angry Red Planet],"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""The Angry Red Planet""})-[:WRITTEN_BY]<-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name","{'Paul W.S. Anderson', 'Paul Bartel', 'Mario Bava'}"
324,What genres are written by [Dracula 2000] writers,"MATCH (m:Movie {name: ""Dracula 2000""})-[:WRITTEN_BY]->(w:Writer)-[:WRITTEN_BY]<-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name",{'Action'}
325,which is registered as a director of the films led by the director of [Patema Inverted],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Patema Inverted""})-[:DIRECTED_BY]<-(m2:Movie)
RETURN m2.name as Movie, d.name as Director",{'Yasuhiro Yoshiura'}
326,who starred films for the screenwriter of [George of the Jungle],"```cypher
MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""George of the Jungle""})-[:DIRECTED_BY]-(d:Director)<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name
```","{'Eric Idle', 'Sarah Jessica Parker', 'Brendan Fraser', 'Alfred Molina'}"
327,who are the actors in the films run by the director of [Westward Ho],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Westward Ho""})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor)
RETURN a.name","{'Edward Peil Sr.', 'John Wayne', 'Barbara Sheldon', 'Verna Hillie', 'Yakima Canutt', 'Sheila Terry', 'Polly Ann Young'}"
328,which were the release dates of the films run by the director of [What We Do in the Shadows],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name:""What We Do in the Shadows""})-[:DIRECTED_BY]<-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name as Release_Date","{'2009', '2010', '2007'}"
329,What types of films whose directors have also led [Happiness Is in the Field],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) 
WHERE d.name IN 
  (SELECT d2.name 
   FROM Movie m2 
   JOIN DIRECTED_BY d2 on m2.id = d2.movie_id 
   WHERE m2.name = 'Happiness Is in the Field') 
RETURN DISTINCT m.genre",{'Comedy'}
330,Which types are directed by the director of [Law Abiding Citizen],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Law Abiding Citizen""
MATCH (m2:Movie)-[:DIRECTED_BY]->(d)
RETURN DISTINCT labels(m2)","{'Crime', 'Action', 'Comedy'}"
331,when made the broadcasting of the films whose writers also wrote [Scrooge],"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer) WHERE w.name = 'Scrooge' RETURN m.name, (m)-[:RELEASE_YEAR]->(y:Year) RETURN y.name","{'1988', '2002', '2009', '1997', '1958', '1935', '2012', '1992', '1938', '1998', '1967', '1962', '1982', '2005', '1999', '1946', '1984', '2000', '1948', '1994'}"
332,who are the actors in the films led by [Koi... Mil Gaya] &apos;s director,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)-[:DIRECTED_BY]<-(n:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE m.name = 'Koi... Mil Gaya'
RETURN a.name","{'Amrish Puri', 'Hrithik Roshan', 'Priyanka Chopra', 'Ameesha Patel', 'Salman Khan', 'Rekha'}"
333,which acted in the films headed by the director of [Black Caesar],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Black Caesar""})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor) RETURN a.name","{'Fred Williamson', 'Andrea Marcovicci', 'David Carradine', 'Garrett Morris', 'James Earl Jones', 'Candy Clark', 'Michael Moriarty', 'Paul Sorvino', 'Richard Roundtree', 'Red Buttons', 'Gloria Hendry', 'Eric Roberts', 'Megan Gallagher'}"
334,which acted in films led by the director of [Abduction],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Abduction""})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor)
RETURN a.name","{'Christopher St. John', 'Michael Rapaport', 'Jon Voight', 'Jeffrey Wright', 'Kristy Swanson', 'Tyrese Gibson', 'Ving Rhames', 'Cole Hauser', 'Paul Walker', 'Richard Roundtree', 'Angela Bassett', 'Don Cheadle', 'Eva Mendes', 'Moses Gunn', 'Janet Jackson', 'Charles Cioffi', 'Samuel L. Jackson', 'Omar Epps', 'Mark Wahlberg', 'Christian Bale', 'Tupac Shakur', 'Garrett Hedlund'}"
335,which wrote the films directed by the director of [Otis],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Otis""})-[:DIRECTED_BY]<-(m2:Movie)<-[:WRITTEN_BY]-(w:Writer)
RETURN w.name",{'Erik Jendresen'}
336,which languages are spoken in films whose actors are also appearing in [The Chorus],"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name IN [(SELECT a.name FROM Movie WHERE name = 'The Chorus')]
MATCH (m)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name","{'German', 'French'}"
337,The films that share actors with the film [The Corruptor] have been freed for years ,"MATCH (m:Movie {name: ""The Corruptor""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)
RETURN m2.name, m2-[:RELEASE_YEAR]->(y:Year) AS release_years","{'1968', '2009', '1997', '2003', '2001', '1974', '2012', '1990', '2006', '1998', '1969', '1996', '2013', '2005', '2007', '1999', '2000', '2010', '2008'}"
338,who are the actors in the films written by the screenwriter of [Déjà Vu],"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Déjà Vu""})-[:WRITTEN_BY]<-(:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name","{'Andrea Marcovicci', 'Jack Nicholson', 'Tuesday Weld', 'Phil Proctor', 'Tanna Frederick', 'Viveca Lindfors', 'Nelly Alard', 'Melissa Leo', 'Suzanne Bertish', 'Orson Welles', 'Henry Jaglom', 'Victoria Tennant', 'Victoria Foyt'}"
339,which is registered as a director of the films led by the director of the [La Haine],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""La Haine""})-[:DIRECTED_BY]<-(m2:Movie)
RETURN m2.name as Movie, d.name as Director","{'Benoît Jaubert', 'Pierre Geller', 'Sebastian Gutierrez', 'Mathieu Kassovitz'}"
340,What languages are spoken in the films whose writers have also written [The Purple Rose of Cairo],"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)-[:WRITTEN_BY]<-(n:Movie {name: ""The Purple Rose of Cairo""})
MATCH (m)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name","{'English', 'Italian', 'Czech', 'Japanese', 'Greek', 'Portuguese', 'Spanish'}"
341,who starred in the films whose screenwriters also wrote [The Monster],"```
MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(monster:Movie {name: 'The Monster'})
MATCH (m)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name
```","{'Roberto Benigni', 'Louise Fazenda', 'Harry Stubbs', 'Nicoletta Braschi', 'Richard Kiley', 'Andrew Duggan', 'Agnes Moorehead', 'Mae Busch', 'Shirley Knight', 'Chester Morris', 'Vincent Price', 'Tom Waits', 'John McIntire', 'Paolo Bonacelli'}"
342,who are the actors in the films led by the director of [Matinee],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Matinee""})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor)
RETURN a.name","{'Dennis Quaid', 'Keenan Wynn', 'Teri Polo', 'Meg Ryan', 'Rick Ducommun', 'Bruce Dern', 'Monique Gabrielle', 'Kevin McCarthy', 'Bradford Dillman', 'Martin Short', 'Chris Massoglia', 'Carrie Fisher', 'Ethan Hawke', 'Phil Hartman', 'Thora Birch', 'Arsenio Hall', 'Tom Hanks', 'Haley Bennett', 'James Earl Jones', 'River Phoenix'}"
343,what types are the films played by actors in [The Con],"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'The Con' RETURN m.name""","{'Thriller', 'Crime', 'Horror', 'Fantasy', 'Action', 'Comedy', 'Drama', 'Romance', 'War'}"
344,Who are the actors in the films written by the writer of [The Misfits],"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer{name: ""The Misfits""})-[:WRITTEN_BY]<-(m2:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name","{'Bibi Andersson', 'Nick Nolte', 'Charles Durning', 'Lee J. Cobb', 'Laura Dern', 'John Malkovich', 'Paul Scofield', 'Kate Reid', 'Vanessa Redgrave', 'Stephen Lang', 'David Paymer', 'Debra Winger', 'Dustin Hoffman', 'Will Smith', 'Winona Ryder', 'Steve McQueen', 'Meat Loaf', 'Margot Robbie', 'Mildred Dunnock', 'William H. Macy', 'Joan Allen'}"
345,which were the release dates of the films led by [The Sentinel] &apos;s director,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""The Sentinel""})-[:DIRECTED_BY]<-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name","{'1978', '1971', '1946', '1974', '1972', '1988', '1967', '1973', '1985', '2003', '1979', '2011', '1982'}"
346,that acted in the films written by the writer of [Malèna],"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name:""Malèna""})-[:WRITTEN_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor)
RETURN a.name","{'Lee Van Cleef', 'Drew Barrymore', 'Tim Roth', 'Sylvia Hoeks', 'John Phillip Law', 'Pruitt Taylor Vince', 'Eli Wallach', 'Gérard Depardieu', 'Geoffrey Rush', 'Kate Beckinsale', 'Sam Rockwell', 'Clint Eastwood', 'Robert De Niro', 'Sergio Castellitto', 'Jim Sturgess', 'Donald Sutherland', 'Roman Polanski'}"
347,who are the actors in the films led by [RoboCop] &apos;s director,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name:""RoboCop""})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor) RETURN a.name","{'Jessica Biel', 'Kevin Bacon', 'Rutger Hauer', 'Gina Gershon', 'Hans van Tongeren', 'Monique van de Ven', 'Carice van Houten', 'Kate Beckinsale', 'Elizabeth Berkley', 'Maarten Spanjer', 'Jeroen Krabbé', 'Sharon Stone', 'Bryan Cranston', 'Halina Reijn', 'Ronny Cox', 'Rachel Ticotin', 'Kyle MacLachlan', 'Josh Brolin', 'Sebastian Koch', 'Michael Douglas', 'Arnold Schwarzenegger', 'Colin Farrell', 'Elisabeth Shue', 'Thom Hoffman'}"
348,What genres do the films that share writers with [Topper] fall under the stroke,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Topper""})-[:WRITTEN_BY]<-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name","{'Family', 'Musical', 'Comedy', 'Drama', 'Fantasy'}"
349,when did the films starred by [Charlie's Country] actors release,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:""Charlie's Country""})-[:STARRED_ACTORS]<-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN m2.name, y.name","{'2002', '1971'}"
350,who are the directors that actors in their films also appear in the film [Back in Business],"```
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor)-[:STARRED_ACTORS]->(m3:Movie {name: ""Back in Business""}) 
RETURN DISTINCT d.name
```",{'Rusty Cundieff'}
351,which were the release dates of the films led by the director of [Suspicious River],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director{name:""Suspicious River""})-[:DIRECTED_BY]<-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name",{'1996'}
352,who are the players in the films led by the director of [XXY],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""XXY""})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor)
RETURN a.name","{'Elena Roger', 'Natalia Oreiro', 'Diego Peretti', 'Àlex Brendemühl'}"
353,who is listed as director of the films starred by [The Children's Hour] actors,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:""The Children's Hour""})-[:STARRED_ACTORS]<-(m2:Movie)-[:DIRECTED_BY]->(d:Director) 
RETURN d.name","{'Don Siegel', 'George Marshall', 'Hugh Wilson', 'James Wan', 'Robert Harling', 'Arthur Hiller', 'Norman Jewison', 'John Huston', 'Gilles Mimouni', 'Delbert Mann', 'Michael Hoffman', 'Bob Fosse', 'Richard Donner', 'Ralph Nelson', 'János Szász', 'Peter Bogdanovich', 'Bernard McEveety', 'James Goldstone', 'J. Lee Thompson', 'Paul Bogart', 'Hal Ashby', 'Herbert Ross', 'Glenn Jordan', 'Martin Ritt', 'Stanley Donen', 'Randa Haines', 'Joshua Logan', 'William Wyler', 'Albert Dupontel', 'Richard Linklater', 'John Frankenheimer', 'Waris Hussein', 'Clint Eastwood', 'Jack Cardiff', 'Sydney Pollack', 'King Vidor', 'Walter Lang', 'Nick Cassavetes', 'Vic Morrow', 'Vincente Minnelli', 'Mike Nichols', 'Marleen Gorris', 'Terence Young', 'Richard Lester', 'Gordon Douglas', 'Blake Edwards', 'John Sturges', 'Fred Zinnemann', 'Vincent McEveety', 'James L. Brooks', 'Michael Gordon', 'Tony Scott', 'Burt Kennedy', 'George Seaton', 'Billy Wilder', 'Marvin J. Chomsky', 'Robert Wise', 'Shirley MacLaine', 'Ronald Neame', 'Rob Reiner', 'Richard Attenborough', 'Joseph Anthony', 'Richard Quine'}"
354,which types are the films played by actors in [Target],"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name IN ['Target']
RETURN DISTINCT m.name, (m)-[:HAS_GENRE]->(g:Genre) AS genres","{'Thriller', 'Sport', 'Crime', 'Adventure', 'Action', 'Comedy', 'Western', 'Drama', 'Romance', 'War', 'Mystery'}"
355,What languages are spoken in the films whose directors have also directed [October Sky],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)-[:DIRECTED_BY]<-[:DIRECTED_BY]-(m2:Movie {name: 'October Sky'})-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name",{'English'}
356,which genres are directed by director [Chapter Two],"```
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Chapter Two""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name
```","{'Comedy', 'Mystery'}"
357,What were the release dates of the films run by the director of [The Constant Nymph],MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'The Constant Nymph'})-[:DIRECTED_BY]<-(m2:Movie)-[:RELEASE_YEAR]->(y:Year) RETURN y.name,"{'1946', '1930', '1939', '1947', '1929', '1937', '1932', '1952', '1984', '1938', '1950', '1941'}"
358,which genres are the films played by [Albuquerque] actors,"```
MATCH (a:Actor {name: 'Albuquerque'})<-[:STARRED_ACTORS]-(m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name
```","{'Adventure', 'Musical', 'Comedy', 'Western', 'Romance', 'Drama', 'War'}"
359,when the films written by [Thin Ice] writers did ,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer{name:""Thin Ice""})-[:WRITTEN_BY]<-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN m2.name, y.name","{'1997', '2001'}"
360,who wrote the films led by the director of [7500],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director{name:""7500""})-[:DIRECTED_BY]<-(m2:Movie)<-[:WRITTEN_BY]-(w:Writer)
RETURN w.name","{'Takashi Shimizu', 'Hayao Miyazaki', 'Stephen Susco', 'Eiko Kadono'}"
361,which is registered as a director of the films led by the [Adam Resurrected] director ,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Adam Resurrected""})-[:DIRECTED_BY]<-(m2:Movie) RETURN m2.name, d.name","{'Robert Graysmith', 'DeWitt Bodeen', 'Russell Banks', 'Ian McEwan', 'Alan Ormsby', 'Alvin Moscow', 'Michael Gerbosi', 'Bret Easton Ellis', 'Patricia Hearst', 'Paul Schrader', 'Harold Pinter', 'Elmore Leonard'}"
362,which acted in the films led by [The Magus] &apos;s director,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""The Magus""})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor) RETURN a.name","{'Elizabeth Hartman', 'Joseph Fiennes', 'Kirk Douglas', 'David Niven', 'Alexis Smith', 'Sidney Poitier', 'Michael Craig', 'Wallace Ford', 'Brenda de Banzie', 'Shelley Winters', 'Stuart Whitman', 'David Janssen', 'Richard Attenborough', 'Ava Gardner', 'Charlton Heston'}"
363,who are the actors in the films run by the director of [A Room with a View],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""A Room with a View""})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor)
RETURN a.name","{'Denholm Elliott', 'James Wilby', 'Madeleine Potter', 'Anthony Hopkins', 'Rupert Graves', 'Raquel Welch', 'Leelee Sobieski', 'Bernadette Peters', 'Taylor Kitsch', 'Kris Kristofferson', 'Mary Beth Hurt', 'Barbara Hershey', 'Blake Lively', 'Chris Sarandon', 'James Coco', 'Christopher Reeve', 'Emma Thompson', 'Hugh Grant'}"
364,which are the main languages in the films run by the director of [We Live Again],"MATCH (m:Movie {name: ""We Live Again""})-[:DIRECTED_BY]->(d:Director)-[:DIRECTED_BY]<-(m2:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN l.name AS Language",{'English'}
365,when made the films released by the actors also appear in the film [Sympathy for Delicious],"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Sympathy for Delicious'})-[:STARRED_ACTORS]<-[:STARRED_ACTORS]-(m2:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN m2.name, y.name","{'2013', '1998', '2002', '2014', '2012', '2000', '2004', '2011', '2008', '2003', '2005', '2001', '2007'}"
366,What genres are the films written by [An American Carol] writers,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""An American Carol""})-[:WRITTEN_BY]<-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name","{'Comedy', 'Sport'}"
367,when the films written by [On Guard] writers did ,"""MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer{name:'On Guard'})-[:RELEASE_YEAR]->(y:Year) RETURN y.name""",{'1964'}
368,who are the directors who the actors in their films appear also in the film [The Verdict],"```
MATCH (m:Movie {name: 'The Verdict'})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN DISTINCT d.name
```","{'John Huston', 'Fritz Lang', 'Annabel Jankel', 'Anatole Litvak', 'Louis Malle', 'Henry Levin', 'Roger Corman', 'Irwin Allen', 'Robert Zemeckis', 'Robert Altman', 'Hans Petter Moland', 'Liliana Cavani', 'Aki Kaurismäki', 'Silvio Narizzano', 'Bob Saget', 'Vincent Sherman', 'Mark Robson', 'Ron Shelton', 'Sydney Pollack', 'Martin Scorsese', 'Vincente Minnelli', 'Mervyn LeRoy', 'Lance Comfort', 'Woody Allen', 'Peter Godfrey', 'Alfred Hitchcock', 'Robert Benton', 'Max Ophüls', 'Luis Mandoki', 'Nicholas Ray', 'Adrian Lyne', 'Michael Anderson', 'Lew Landers', 'John Guillermin', 'Robert M. Young', 'Jean Negulesco', 'Paul Newman', 'Martin Ritt', 'Ken Annakin', 'Joe Ranft', 'Joseph L. Mankiewicz', 'Joseph Losey', 'Jacques Tourneur', 'Peter Lorre', 'Lech Majewski', 'Dick Richards', 'John Lasseter', 'Rocky Morton', 'Stuart Rosenberg', 'Roy Del Ruth', 'Robert Rossen', 'Aram Avakian', 'Stuart Paton', 'Ted Kotcheff', 'James McTeigue', 'Ken Hughes', 'Claude Chabrol', 'Alexander Hall', 'Victor Hanbury', 'Richard Fleischer', 'Menahem Golan', 'John Ford', 'Mutz Greenbaum', 'Melville Shavelson', 'Carol Reed', 'Franklin J. Schaffner', 'Edwin L. Marin', 'Dominik Moll', 'Leslie Arliss', 'Gregory Ratoff', 'George Cukor', 'Raoul Walsh', 'Richard Brooks', 'Michael Schultz', 'Norman Foster', 'Michael Powell', 'Ethan Coen', 'John Boorman', 'Douglas Camfield', 'Antonia Bird', 'Catherine Hardwicke', 'Terence Young', 'Albert Lewin', 'Rusty Lemorande', 'François Ozon', 'William A. Wellman', 'Leo McCarey', 'Josef von Sternberg', 'Michael Curtiz', 'Robert Florey', 'Arnold Laven', 'Richard Thorpe', 'Rouben Mamoulian', 'Anthony Mann', 'Dennis Dugan', 'Elliott Nugent', 'Ulli Lommel', 'Vicente Aranda', 'Karl Freund', 'J. Lee Thompson', 'Hal Ashby', 'Bernard Knowles', 'Marek Kanievska', 'Arthur Penn', 'Hadi Hajaig', 'Fred Schepisi', 'George Roy Hill', 'Boris Ingster', 'Jack Conway', 'Roy Boulting', 'Curtis Bernhardt', 'Rudolph Maté', 'Stanley Kubrick'}"
369,who are the writers that the actors in their films appear also in the film [Excision],"```
MATCH (m:Movie {name: ""Excision""})-[:STARRED_ACTORS]->(a:Actor)
MATCH (a)<-[:STARRED_ACTORS]-(m2:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN DISTINCT w.name
```","{'Mark Hanna', 'Charles B. Griffith', 'Jim Wynorski'}"
370,Who are the actors in the films led by the director of [Barnacle Bill],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Barnacle Bill""})-[:DIRECTED_BY]<-(m2:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name","{'Jane Greer', 'Peter Sellers', 'Robert Taylor', 'James Stewart', 'Jane Powell', 'George Sanders', 'Robert Walker', 'Rosalind Russell', 'Gene Kelly', 'Red Skelton', 'Raymond Massey', 'Mel Ferrer', 'Hedy Lamarr', 'Fred MacMurray', 'Mario Lanza', 'Louis Calhern', 'Lee J. Cobb', 'Sydney Greenstreet', 'Lynne Frederick', 'June Allyson', 'Lana Turner', 'Fred Astaire', 'Ann Blyth', 'Kim Cattrall', 'Betta St. John', 'Ronald Colman', 'Donald Crisp', 'Christopher Reeve', 'Mickey Shaughnessy', 'Dame May Whitty', 'Joan Crawford', 'Madeleine Carroll', 'Myrna Loy', 'Deborah Kerr', 'Joan Fontaine', 'Carolyn Jones', 'Elke Sommer', 'Florence Rice', 'Judy Tyler', 'James Mason', 'Elvis Presley', 'Edmund Purdom', 'William Powell', 'Ava Gardner', 'Carmen Miranda', 'Henry Fonda', 'Elizabeth Taylor', 'John Beal', 'Carroll Baker', 'Edward Kerr', 'Lionel Jeffries', 'Stewart Granger', 'C. Aubrey Smith', 'Anthony Andrews', 'Wallace Beery', 'Arlene Dahl', 'Sam Neill', 'Anne Crawford', 'Spencer Tracy'}"
371,which acted in films led by the director of [One Deadly Summer],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""One Deadly Summer""})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor)
RETURN a.name","{'Gisèle Casadesus', 'Gérard Depardieu', 'Maurane'}"
372,"what languages are spoken in films whose directors have also led [Don't Worry, I'm Fine]","```
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie {name: ""Don't Worry, I'm Fine""})-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name
```",{'French'}
373,which are the directors of films written by the writer of [The Desperadoes],"MATCH (m:Movie {name: ""The Desperadoes""})-[:WRITTEN_BY]->(w:Writer)-[:WRITTEN_BY]<-[:DIRECTED_BY]-(d:Director)
RETURN d.name","{'Jamie Bradshaw', 'George Marshall', 'Aleksandr Dulerayn'}"
374,"Which languages are spoken in films whose directors have also directed [Uncle Marin, the Billionaire]","```
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)-[:DIRECTED_BY]<-(:Movie {name: ""Uncle Marin, the Billionaire""}) 
MATCH (m)-[:IN_LANGUAGE]->(l:Language) 
RETURN DISTINCT l.name
```",{'Romanian'}
375,which acted in the films led by the director of [Mother],MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Mother'})-[:DIRECTED_BY]<-(m2:Movie)<-[:STARRED_ACTORS]-(a:Actor) RETURN a.name,"{'Andie MacDowell', 'Jeff Bridges', 'Julie Hagerty', 'Kathryn Harrold', 'Albert Brooks', 'Sharon Stone', 'Bruno Kirby'}"
376,What are the genres of the films that the writers have also written [Mon Oncle],"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Mon Oncle""})-[:WRITTEN_BY]<-(m2:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name","{'Comedy', 'Drama'}"
377,what are the primary languages in the films written by the screenwriter of [The Witches],"MATCH (m:Movie {name: ""The Witches""})-[:WRITTEN_BY]->(w:Writer)-[:WRITTEN_BY]<-(m2:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name","{'German', 'Japanese', 'English'}"
378,what types are the movies written by the screenwriter of [Four Weddings and a Funeral],"```cypher
MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer) 
WHERE m.name = ""Four Weddings and a Funeral"" 
MATCH (m2:Movie)-[:WRITTEN_BY]->(w) 
MATCH (m2)-[:HAS_GENRE]->(g:Genre) 
RETURN DISTINCT g.name
```","{'Comedy', 'Drama', 'Adventure'}"
379,which types are directed by the director of [Mulan],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Mulan""
MATCH (m2:Movie)-[:DIRECTED_BY]->(d)
RETURN DISTINCT labels(m2)","{'Animation', 'Comedy'}"
380,who wrote movies that share directors with the film [Reagan],"```
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(sm:Movie)<-[:WRITTEN_BY]-(w:Writer)
WHERE m.name = ""Reagan""
RETURN DISTINCT w.name
```","{'Christopher Hitchens', 'Eugene Jarecki'}"
381,which is registered as a director of the films led by the [Goodbye Uncle Tom] director ,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Goodbye Uncle Tom""})-[:DIRECTED_BY]<-(m2:Movie)
RETURN m2.name as Movie, d.name as Director","{'Paolo Cavara', 'Gualtiero Jacopetti'}"
