,query,target_query,generated_query
2017,who wrote the screenplay for the movies starred by [Stephen Eric McIntyre],Gary Yates|Lee MacDougall,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Stephen Eric McIntyre""}), (m)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
2018,who are the directors of the films played by [Isabelle Huppert],Curtis Hanson|Tim Johnson|Claude Goretta|Vincente Minnelli|Diane Kurys|Ursula Meier|Hal Hartley|David O. Russell|François Ozon|Claire Denis|Benoît Jacquot|Michael Haneke|Maurice Pialat|Claude Chabrol,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Isabelle Huppert""}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2019,What are the genres of films directed by [Jess Manafort],Drama,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Jess Manafort""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2020,which acted in the films authored by [Dylan Kidd],Laura Linney|Jesse Eisenberg|Campbell Scott,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Dylan Kidd'}), (m)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
2021,which directors co-directed films with [Alfred Hitchcock],Jack Hulbert|John Brahm|Ralph Thomas|James Hawes|David Ayer|Anthony Page|Paul Murray|David Ondaatje|Jim McBride|Gus Van Sant|Jerome Sable|Stephan Elliott,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director{name:""Alfred Hitchcock""}), (m)-[:DIRECTED_BY]->(co:Director)
WHERE d.name <> co.name
RETURN DISTINCT co.name"
2022,who are film co-writers of [Filip Remunda],Vít Klusák,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Filip Remunda""}), (m)-[:WRITTEN_BY]->(cw:Writer)
WHERE w.name <> cw.name
RETURN DISTINCT cw.name"
2023,what languages are spoken in films run by [Jeremy Podeswa],Greek,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Jeremy Podeswa""}), (m)-[:IN_LANGUAGE]->(l:Language)
RETURN l.name"
2024,Which types are the films written by [Richard N. Goodwin],Drama,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Richard N. Goodwin""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2025,which types are the films written by [Hans Rameau],Drama|War,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer{name:'Hans Rameau'})
MATCH (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2026,the films led by [Michael Schultz] were in what genres,Comedy,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director{name:'Michael Schultz'}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2027,Which films have the same [The Son of Kong] actor,The Lost Squadron|Decoy|The Most Dangerous Game|Kiss and Make-Up|Paid|Divorce|Mighty Joe Young|King Kong,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie) WHERE m.name = ""The Son of Kong"" RETURN m2.name"
2028,What genres of films written by [Russell Hoban],Drama|Romance|Comedy,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Russell Hoban'}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2029,which person directed the movies starred by [Ethan Juan],Doze Niu,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Ethan Juan'}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2030,which genres make the films led by [Claude Goretta] fall under,Drama,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director{name:'Claude Goretta'}), (m:Movie)-[:HAS_GENRE]->(g:Genre) RETURN g.name"
2031,the actor [Conrad Janis] starred together with who,Charles Martin Smith|Nancy Guild|Don Stroud|George Montgomery|Gary Busey,"MATCH (a:Actor {name: ""Conrad Janis""})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(coActor:Actor)
RETURN coActor.name"
2032,what were the release years of the movies acted by [Daniel Roebuck],1986|2009|2001,"MATCH (a:Actor {name: 'Daniel Roebuck'})<-[:STARRED_ACTORS]-(m:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2033,the films written by [Mark Toby] starred which actors,Glenn Ford,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Mark Toby'}), (m)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
2034,What genres are the films staged by [Marie Avgeropoulos] in,Action,"MATCH (a:Actor {name: ""Marie Avgeropoulos""})<-[:STARRED_ACTORS]-(m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2035,the screenwriter [Ken Russell] co-wrote movies with who,Sandy Wilson|Brad Steiger|John Whiting|Chaw Mank|David Hines|Bram Stoker|Aldous Huxley|Oscar Wilde|Pete Townshend,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer{name:""Ken Russell""})<-[:WRITTEN_BY]-(m2:Movie)-[:WRITTEN_BY]->(coWriter:Writer)
WHERE w.name <> coWriter.name
RETURN DISTINCT coWriter.name"
2036,what has been the years of the release of [Jim Loach] &apos;s films,2010,"MATCH (d:Director {name: 'Jim Loach'})<-[:DIRECTED_BY]-(m:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2037,which types are the films played by [Alfre Woodard],Drama|Comedy|Music|Sport,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Alfre Woodard""})
MATCH (m)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
2038,[Panic in Year Zero!] Director is also the director of which movies,Hostile Witness,"MATCH (m:Movie {name: ""Panic in Year Zero!""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
2039,the movies written by [Tom Williams] starred who,Felicity Jones|Bill Bailey,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Tom Williams""}), (m)-[:STARRED_ACTORS]->(a:Actor) RETURN a.name"
2040,Who directed the films staged by [Dirk Bogarde],Rainer Werner Fassbinder|Jack Conway|Marc Allégret|Alain Resnais|Johan Kling|Ralph Thomas|John Schlesinger|Luchino Visconti|Liliana Cavani|Anthony Asquith|Lewis Gilbert|Basil Dearden|Joseph Losey,"MATCH (a:Actor {name: 'Dirk Bogarde'})<-[:STARRED_ACTORS]-(m:Movie)-[:DIRECTED_BY]->(d:Director) 
RETURN d.name"
2041,which films have the same [Invasion of Astro-Monster] actor,No Time for Sergeants|Son of Godzilla|Godzilla|Godzilla vs. the Sea Monster|Latitude Zero|King Kong Escapes|Destroy All Monsters|Frankenstein Conquers the World,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie) 
WHERE m.name = ""Invasion of Astro-Monster"" 
RETURN m2.name"
2042,what are the films that have the same screenwriter of [Rio Sex Comedy],Sunday|Mondovino,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie)
WHERE m.name = ""Rio Sex Comedy""
RETURN m2.name"
2043,[Charles George Hildebrandt] &apos;s films were directed by whom,Douglas McKeown,"MATCH (a:Actor {name: ""Charles George Hildebrandt""})-[:STARRED_ACTORS]-(m:Movie)-[:DIRECTED_BY]-(d:Director)
RETURN d.name"
2044,What films are headed by the same director of [The Radio Pirates],Elevator,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie) 
WHERE m.name = ""The Radio Pirates"" 
RETURN m2.name"
2045,which types are [Dorothy Burgess] &apos;s films,Western,"MATCH (a:Actor {name: 'Dorothy Burgess'})-[:STARRED_ACTORS]-(m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
2046,Who are the actors in the films written by [Rama Burshtein],Hadas Yaron,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Rama Burshtein'}), (m)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
2047,which are the directors of the films written by [Stephen McCauley],Nicholas Hytner,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Stephen McCauley""}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2048,the films staged by [Ian Charleson] were led by whom,Dario Argento,"MATCH (a:Actor {name: ""Ian Charleson""})<-[:STARRED_ACTORS]-(m:Movie)-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2049,who are the directors of [Kristin Booth] &apos;s films,William Phillips|Thom Fitzgerald,"MATCH (a:Actor {name: 'Kristin Booth'})<-[:STARRED_ACTORS]-(m:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2050,appeared in the same film with [Missy Crider],Elizabeth Alexander|Jason London,"MATCH (a1:Actor {name: ""Missy Crider""})-[:STARRED_ACTORS]-(movie:Movie)-[:STARRED_ACTORS]-(a2:Actor)
WHERE a1 <> a2
RETURN a2.name"
2051,which is registered as director of written films [Rosalind Keating Shaffer],Jean Grémillon|Roy Del Ruth,"MATCH (d:Director)-[:DIRECTED_BY]-(m:Movie)-[:WRITTEN_BY]-(w:Writer)
WHERE w.name = 'Rosalind Keating Shaffer'
RETURN d.name"
2052,[Jennifer Garner] &apos;s films were written by whom,Zak Penn|Steve Gordon|Judith Viorst|Peter Baynham|Rob Lieber|Diablo Cody|Ricky Gervais|Jon Lucas|Matthew Michael Carnahan|Matthew Robinson|Susannah Grant|Raven Metzner|Mark Steven Johnson|Scott Moore|Frank Miller,MATCH (a:Actor {name: 'Jennifer Garner'})-[:STARRED_ACTORS]-(m:Movie)-[:WRITTEN_BY]->(w:Writer) RETURN w.name
2053,the actor [John Clarke] starred together with who,Zoe Carides|Sam Neill,"MATCH (a:Actor {name: 'John Clarke'})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(coActors:Actor)
WHERE NOT coActors.name = 'John Clarke'
RETURN coActors.name"
2054,the screenwriter of [Rambling Rose] also wrote which movies,The Graduate|The Strange One,"MATCH (m:Movie {name: 'Rambling Rose'})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
2055,the films have the same director of [The Enemy Below],Split Second|The Conqueror|The Hunters,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)
WHERE m.name = ""The Enemy Below""
RETURN m2.name"
2056,which appeared in the films directed by [Jim McBride],Kate Beckinsale|Vera Miles|Ellen Barkin|Ned Beatty|John Goodman|Valérie Kaprisky|Richard Gere|Henry Fonda|Dennis Quaid,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Jim McBride'}), (m)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
2057,who is listed as director of [Andrea Burchill] starred movies,Bill Forsyth,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Andrea Burchill'}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2058,the screenwriter [Agustí Villaronga] co-wrote films with who,Emili Teixidor,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer{name:'Agustí Villaronga'}), (m)-[:WRITTEN_BY]->(co:Writer)
WHERE NOT co.name = 'Agustí Villaronga'
RETURN DISTINCT co.name"
2059,The films written by [Jerome Bixby] were in which genres ,Adventure,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer{name:""Jerome Bixby""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2060,Which films share the same director of [Eating Raoul],Scenes from the Class Struggle in Beverly Hills|Private Parts|Death Race 2000,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie) WHERE m.name = ""Eating Raoul"" RETURN m2.name"
2061,The actor [Barbara Sonneborn] appeared in the same film with whom,Xuan Ngoc Nguyen,"MATCH (a:Actor {name:""Barbara Sonneborn""})-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]-(coActors:Actor)
WHERE NOT coActors.name = ""Barbara Sonneborn""
RETURN coActors.name"
2062,what were the release years of the movies acted by [Licia Maglietta],2000,"MATCH (a:Actor {name: ""Licia Maglietta""})<-[:STARRED_ACTORS]-(m:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2063,the actor [Twiggy] is a co-star of who,Christopher Gable|Jonathan Pryce|Max Adrian|Timothy Dalton,"MATCH (a:Actor {name: 'Twiggy'})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(co:Actor)
RETURN co.name"
2064,The films written by [Joseph Tura] were in which genres,Horror|Thriller,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Joseph Tura""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2065,who are the writers of the films played by [Masaru Miyazaki],Shinji Aoyama,"MATCH (a:Actor {name: ""Masaru Miyazaki""})<-[:STARRED_ACTORS]-(m:Movie)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
2066,which screenwriters co-wrote films with [Lorraine Hansberry],Paris Qualles,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name:""Lorraine Hansberry""})
MATCH (m)-[:WRITTEN_BY]->(coWriter:Writer)
WHERE w.name <> coWriter.name
RETURN DISTINCT coWriter.name"
2067,Which films are directed by the same director of [Crime Story],The Young Master|Who Am I?|Armour of God|Project A|The Fearless Hyena|Police Story|1911|Police Story 2|The Big Hit,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(m2:Movie)
WHERE m.name = ""Crime Story""
RETURN m2.name"
2068,which genres are written films by [Atiq Rahimi] in,Drama|War,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Atiq Rahimi""}), (m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2069,the actor [Martha West] co-starred with who,Paul Bettany,"MATCH (a:Actor {name: 'Martha West'})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(co:Actor)
WHERE NOT co.name = 'Martha West'
RETURN co.name"
2070,which types are the films played by [Phil Silvers],Comedy|Musical,"MATCH (a:Actor {name: 'Phil Silvers'})<-[:STARRED_ACTORS]-(m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN DISTINCT g.name"
2071,the screenwriter of [A Fistful of Dollars] also wrote which films,"For a Few Dollars More|Once Upon a Time in America|The Good, the Bad and the Ugly|Once Upon a Time in the West","MATCH (m:Movie {name: ""A Fistful of Dollars""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
2072,The films led by [Annabel Jankel] were released during which years,1993|1950|1988,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Annabel Jankel'}), (m)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2073,Which genres make the films written by [David Sheffield] fall under,Comedy,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'David Sheffield'}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2074,It is the film that has the same [Kissing Jessica Stein] actor ,Friends with Kids|The Idolmaker,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)
WHERE m.name = ""Kissing Jessica Stein""
RETURN m2.name"
2075,the screenwriter of [The Dark at the Top of the Stairs] also wrote which films,"Splendor in the Grass|Come Back, Little Sheba|Picnic|All Fall Down|Bus Stop","MATCH (m:Movie {name: ""The Dark at the Top of the Stairs""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
2076,What are the main languages in [Simon Barrett] films,Indonesian,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Simon Barrett'}), (m)-[:IN_LANGUAGE]->(l:Language)
RETURN l.name as Language"
2077,the actor [Akihiko Hirata] is a co-star of who,Tomoko Ai|Takashi Shimura|Matthew Broderick|Tadao Takashima|Ken Watanabe|Maria Pitillo|Akira Kubo|Jean Reno|Akira Takarada|Hank Azaria|Bryan Cranston,"MATCH (a:Actor {name: 'Akihiko Hirata'})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(co:Actor)
RETURN co.name"
2078,the films written by [Tess Slesinger] were in which genera,Drama,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer{name:""Tess Slesinger""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2079,the movies directed by [Ryszard Bugajski] starred who,Krystyna Janda,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Ryszard Bugajski'}), (m)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
2080,who is listed as screenwriter of [Takako Matsu] starred movies,Shunji Iwai,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:'Takako Matsu'}), (m)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
2081,which movies have the same screenwriter of [Supporting Characters],Life of Crime,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(m2:Movie {name: ""Supporting Characters""})
RETURN m.name"
2082,which acted in the films written by [Chuck Barris],Sam Rockwell|Drew Barrymore,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Chuck Barris""}), (m)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
2083,the actor [Steve Van Wormer] is a co-star of who,Paul Walker,"MATCH (a:Actor {name: ""Steve Van Wormer""})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(co:Actor)
RETURN co.name"
2084,which were the years of the release of [M. Blash] films,2013,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""M. Blash""}), (m)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2085,what were the years of release of the films directed by [Andrew Neel],2006|2012,"MATCH (d:Director {name: ""Andrew Neel""})<-[:DIRECTED_BY]-(m:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2086,What are the main languages in the films staged by [Zoe Saldana],Klingon,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:'Zoe Saldana'}), (m)-[:IN_LANGUAGE]->(l:Language)
RETURN l.name"
2087,The director of [The Profession of Arms] is also the director of which films,"Tickets|The Tree of Wooden Clogs|Walking, Walking|Il Posto|The Fiances","MATCH (m:Movie {name: ""The Profession of Arms""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
2088,what languages are spoken in [Julianne Hough] films,English,"MATCH (a:Actor {name: ""Julianne Hough""})<-[:STARRED_ACTORS]-(m:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN DISTINCT l.name"
2089,What are the main languages in [Olivier Dahan] film,French,"MATCH (d:Director {name: 'Olivier Dahan'})<-[:DIRECTED_BY]-(m:Movie)-[:IN_LANGUAGE]->(l:Language)
RETURN l.name"
2090,The films written by [Paul Mazursky] were in which genres ,Drama|Comedy,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Paul Mazursky'}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2091,the director [Robert Denny] co-directed films with who,David Hoffman,"MATCH (d:Director {name: 'Robert Denny'})<-[:DIRECTED_BY]-(m:Movie)-[:DIRECTED_BY]->(co:Director)
RETURN co.name"
2092,the actor [David Essex] starred together with who,David Kelly|Adam Faith|Ian McKellen,"MATCH (a:Actor {name: 'David Essex'})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(coActors:Actor)
WHERE NOT coActors.name = 'David Essex'
RETURN DISTINCT coActors.name"
2093,What genres are the films staged by [Laura Breckenridge] in the,Romance,"MATCH (a:Actor {name: 'Laura Breckenridge'})<-[:STARRED_ACTORS]-(m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2094,What types of films written by [Charles M. Schulz],Comedy,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Charles M. Schulz""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2095,The director of [Goodbye Uncle Tom] is also the director of which films,Mondo cane,"MATCH (m:Movie {name: ""Goodbye Uncle Tom""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
2096,the scriptwriter of [Thunderbolt] also wrote which films,The Medallion|King of Beggars|Painted Skin|Fist of Legend,"MATCH (m:Movie {name: ""Thunderbolt""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
2097,The director of [Invisible Ghost] also directed the films,Gun Crazy|The Big Combo|The Undercover Man|My Name Is Julia Ross|A Lawless Street|7th Cavalry|Pride of the Bowery|Desperate Search,"MATCH (m:Movie {name: ""Invisible Ghost""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
2098,which led the films written by [Roger Spottiswoode],Walter Hill,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Roger Spottiswoode""}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2099,which genres are the films run by [Josh Boone] in,Drama|Comedy,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Josh Boone'}), (m)-[:HAS_GENRE]->(g:Genre) RETURN g.name"
2100,the actor [Mark Gatiss] is a co-star of who,Rory Kinnear|Alex Riddell|Peter Forbes,"MATCH (a:Actor {name: 'Mark Gatiss'})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(co:Actor) 
RETURN co.name"
2101,who are the actors of the screenwriter [John Hill],Jill Clayburgh|Peter Falk,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer{name:""John Hill""}), (m)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
2102,The films written by [Nikki Reed] were directed by whom,Catherine Hardwicke,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Nikki Reed""}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2103,[Nick Broomfield] &apos;s films have been released during which years,1992|2007|1996,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Nick Broomfield""}), (m)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2104,the actor [Audie England] is a co-star of who,Costas Mandylor,"MATCH (a:Actor {name: ""Audie England""})<-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]->(co:Actor)
RETURN co.name"
2105,which are actors in the films written by [Simon Boyes],Max Minghella|Michael Gladis,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Simon Boyes""}), (m)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
2106,who acted in the films led by [Masayuki Ochiai],Ananda Everingham|Achita Sikamana|Natthaweeranuch Thongmee,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Masayuki Ochiai""}), (m)-[:STARRED_ACTORS]->(a:Actor) RETURN a.name"
2107,the [James Edwards] actor appeared in the same film with whom,Douglas Dick|Arthur Kennedy|Peggy Dow|Lloyd Bridges|Jeff Corey,"MATCH (a:Actor {name: 'James Edwards'})-[:STARRED_ACTORS]-(m:Movie)-[:STARRED_ACTORS]-(coActors:Actor)
WHERE NOT coActors.name = 'James Edwards'
RETURN coActors.name"
2108,The films written by [Jared Stern] were in which genera,Action|Comedy,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Jared Stern""}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2109,which screenwriters co-wrote movies with [Paul Soter],Steve Lemme|Jay Chandrasekhar|Kevin Heffernan,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Paul Soter'}), (m)-[:WRITTEN_BY]->(coWriter:Writer)
WHERE coWriter.name <> 'Paul Soter'
RETURN DISTINCT coWriter.name"
2110,[Monkey Trouble] Director is also the director of which films,Flashback,"MATCH (m:Movie {name: ""Monkey Trouble""})-[:DIRECTED_BY]->(d:Director)<-[:DIRECTED_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
2111,the screenwriter of [Almost an Angel] also wrote which movies,Crocodile Dundee in Los Angeles|Lightning Jack,"MATCH (m:Movie {name: ""Almost an Angel""})-[:WRITTEN_BY]->(w:Writer)<-[:WRITTEN_BY]-(otherMovies:Movie)
RETURN otherMovies.name"
2112,the screenwriter [Martin Vale] co-wrote movies with who,Thomas Job,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Martin Vale'}), (m)-[:WRITTEN_BY]->(co:Writer)
WHERE w.name <> co.name
RETURN co.name"
2113,who are the actors of the filmmaker [Pauline Chan],Guy Pearce,"MATCH (d:Director {name: 'Pauline Chan'})<-[:DIRECTED_BY]-(m:Movie)-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name"
2114,which were the dates for the release of [Mark Haggard] directed films,1976,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Mark Haggard""}), (m)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2115,The actor in [The Soldier] also appears in which movies,The Keep|Running Scared|Jinxed!,"MATCH (m:Movie {name: ""The Soldier""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(otherMovies:Movie)
RETURN otherMovies.name"
2116,who is listed as screenwriter of [Carlos Belloso] acted films,Lucrecia Martel,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Carlos Belloso""}), (m)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
2117,what was the years of the release of [Tom Shadyac] &apos;s films ,2002|2003|2007|1997|1998,"MATCH (d:Director {name: 'Tom Shadyac'})<-[:DIRECTED_BY]-(m:Movie)-[:RELEASE_YEAR]->(y:Year)
RETURN y.name"
2118,the actor of [Maborosi] also starred in which films,Pistol Opera|Tokyo Zombie|Redline|Vital|Bright Future|Electric Dragon 80.000 V|Invisible Waves|Last Life in the Universe|Survive Style 5+,"MATCH (m:Movie {name: ""Maborosi""})-[:STARRED_ACTORS]->(a:Actor)<-[:STARRED_ACTORS]-(m2:Movie)
RETURN m2.name"
2119,What types are the films written by [Eleanor Bergstein],Drama,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'Eleanor Bergstein'}), (m)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2120,Which genres are the films put on stage by [Johnny Whitaker] in,Drama|Adventure|Musical,"MATCH (a:Actor {name:""Johnny Whitaker""})<-[:STARRED_ACTORS]-(m:Movie)-[:HAS_GENRE]->(g:Genre)
RETURN g.name"
2121,that led the films written by [Barry Unsworth],James Dearden|Paul McGuigan|Jack Gold|John V. Soto,"MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer{name:'Barry Unsworth'}), (m)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2122,who are the directors of the films staged by [Darcy Fehr],Guy Maddin,"MATCH (a:Actor {name: 'Darcy Fehr'})<-[:STARRED_ACTORS]-(m:Movie)-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2123,who is listed as screenwriter of [Oscar Kennedy] acted films,Nigel Slater,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Oscar Kennedy""}), (m)-[:WRITTEN_BY]->(w:Writer)
RETURN w.name"
