,query,target_query,generated_query
210,What has become a direct [Maurice Joyce],{'Dougs 1st Movie'},"{""Doug's 1st Movie""}"
211,[Pete Docter] was the film director on which the films were based ,"{'Mikes New Car', 'Monsters, Inc.', 'Up'}","{""Mike's New Car"", 'Up', 'Monsters, Inc.'}"
212,Which film has made [Colin Brady] direct,{'Everyones Hero'},"{""Everyone's Hero""}"
213,[Joseph L. Mankiewicz] to which the films,"{'Cleopatra', 'House of Strangers', 'Suddenly, Last Summer', 'The Barefoot Contessa', 'Dragonwyck', 'People Will Talk', 'A Carol for Another Christmas', 'All About Eve', 'A Letter to Three Wives', 'Somewhere in the Night', '5 Fingers', 'The Honey Pot', 'There Was a Crooked Man...', 'No Way Out', 'Sleuth', 'The Quiet American', 'Guys and Dolls', 'Julius Caesar'}","{'Guys and Dolls', 'All About Eve', 'A Letter to Three Wives', 'There Was a Crooked Man...', 'Somewhere in the Night', 'Cleopatra', 'House of Strangers', 'The Barefoot Contessa', 'People Will Talk', 'Julius Caesar', 'Suddenly', 'Last Summer', 'The Honey Pot', '5 Fingers', 'The Quiet American', 'Dragonwyck', 'A Carol for Another Christmas', 'No Way Out', 'Sleuth'}"
214,[Damon Thomas] for which films,set(),{'The First Men in the Moon'}
215,[Ross McElwee] directed toward which the films,"{'Shermans March', 'Bright Leaves'}","{""Sherman's March"", 'Bright Leaves'}"
216,acted in the film [Singin' in the Rain],set(),"{'Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds', 'Jean Hagen'}"
217,by [The Fourth Kind],"{Node('Movie', name='The Fourth Kind')}","{'Will Patton', 'Corey Johnson', 'Milla Jovovich'}"
218,which was in the film [Planet of the Apes],set(),"{'Maurice Evans', 'Kim Hunter', 'Roddy McDowall', 'Charlton Heston'}"
219,the movie [School for Scoundrels] starred who,"{'Billy Bob Thornton', 'Jon Heder', 'Ian Carmichael'}","{'Billy Bob Thornton', 'Jon Heder'}"
220,in [Up in Arms],"{Node('Movie', name='Up in Arms')}","{'Danny Kaye', 'Dinah Shore'}"
221,the film [Pennies from Heaven] starred which actors,"{'Edith Fellows', 'Madge Evans', 'Bing Crosby', 'Louis Armstrong', 'Jessica Harper', 'Bernadette Peters', 'Steve Martin'}","{'Edith Fellows', 'Madge Evans', 'Bing Crosby', 'Louis Armstrong'}"
222,in [Ransom],"{Node('Movie', name='Ransom')}","{'Rene Russo', 'Mel Gibson', 'Gary Sinise'}"
223,that acted in the film [The 39 Steps],"{'David Haig', 'Kenneth More', 'Robert Donat', 'Taina Elg', 'Patrick Malahide', 'Lydia Leonard', 'Madeleine Carroll'}","{'Robert Donat', 'Madeleine Carroll'}"
224,that acted in [Jack's Back],set(),"{'James Spader', 'Cynthia Gibb'}"
225,the movie [You're a Big Boy Now] starred who,set(),"{'Geraldine Page', 'Elizabeth Hartman', 'Peter Kastner'}"
226,which was in the film [Purely Belter],"{'Roy Hudd', 'Chris Beattie', 'Jonathan Tulloch', 'Greg McLane', 'Comedy', 'Drama', 'Mark Herman', 'Charlie Hardwick'}","{'Roy Hudd', 'Chris Beattie', 'Charlie Hardwick', 'Greg McLane'}"
227,in [Max Dugan Returns],"{Node('Movie', name='Max Dugan Returns')}","{'Donald Sutherland', 'Marsha Mason', 'Jason Robards', 'Matthew Broderick'}"
228,in [Blue Skies],"{Node('Movie', name='Blue Skies')}","{'Billy De Wolfe', 'Joan Caulfield', 'Bing Crosby', 'Fred Astaire'}"
229,in [Black Hawk Down],"{Node('Movie', name='Black Hawk Down')}","{'Josh Hartnett', 'Ewan McGregor', 'Tom Sizemore', 'Eric Bana'}"
230,in [Kiss of Death],"{Node('Movie', name='Kiss of Death')}","{'Nicolas Cage', 'Samuel L. Jackson', 'David Caruso', 'Helen Hunt'}"
231,which acted in the [Trippin'] film,set(),"{'Guy Torry', 'Deon Richmond', 'Maia Campbell', 'Donald Faison'}"
232,by [The Golden Compass],{'Chris Weitz'},"{'Daniel Craig', 'Dakota Blue Richards', 'Nicole Kidman'}"
233,in [Midnight],"{Node('Movie', name='Midnight')}","{'John Barrymore', 'Don Ameche', 'Francis Lederer', 'Claudette Colbert'}"
234,in [The Rescuers Down Under],"{Node('Movie', name='The Rescuers Down Under')}","{'Eva Gabor', 'John Candy', 'Bob Newhart'}"
235,in [Yanks],"{Node('Movie', name='Yanks')}","{'Vanessa Redgrave', 'William Devane', 'Lisa Eichhorn', 'Richard Gere'}"
236,by [What Lies Beneath],{'Robert Zemeckis'},{'Michelle Pfeiffer'}
237,the movie [RoboCop] starred who,"{'Ronny Cox', 'Michael Keaton', 'Joel Kinnaman', 'Dan OHerlihy', 'Gary Oldman', 'Peter Weller', 'Nancy Allen'}","{'Ronny Cox', 'Peter Weller', 'Nancy Allen', ""Dan O'Herlihy""}"
238,in [Speaking of the Devil],"{Node('Movie', name='Speaking of the Devil')}",{'Bud Spencer'}
239,in [Arsenic and Old Lace],"{Node('Movie', name='Arsenic and Old Lace')}","{'Priscilla Lane', 'Raymond Massey', 'Cary Grant', 'Jack Carson'}"
240,in [Road to Rio],"{Node('Movie', name='Road to Rio')}","{'Dorothy Lamour', 'Bing Crosby', 'Bob Hope'}"
241,that stars in [Born to Be Bad],"{'Loretta Young', 'Cary Grant', 'Joan Fontaine'}","{'Loretta Young', 'Cary Grant'}"
242,Actors in [Kiki's Delivery Service],set(),"{'Rei Sakuma', 'Minami Takayama', 'Kappei Yamaguchi'}"
243,in [Sex Tape],"{Node('Movie', name='Sex Tape')}","{'Cameron Diaz', 'Rob Corddry', 'Jason Segel', 'Ellie Kemper'}"
244,the film [King Leopold's Ghost] starred which actors,set(),{'Don Cheadle'}
245,in [A Soldier's Daughter Never Cries],set(),"{'Kris Kristofferson', 'Barbara Hershey', 'Leelee Sobieski'}"
246,by [Set Me Free],"{Node('Movie', name='Set Me Free')}",{'Karine Vanasse'}
247,in [Logan's Run],set(),"{'Jenny Agutter', 'Michael York', 'Roscoe Lee Browne', 'Richard Jordan'}"
248,in [Beyond the Clouds],"{Node('Movie', name='Beyond the Clouds')}","{'John Malkovich', 'Irène Jacob'}"
249,the movie [The Wave] starred who,"{'Jürgen Vogel', 'Frederick Lau', 'Max Riemelt', 'Bruce Davison', 'Jennifer Ulrich'}","{'Max Riemelt', 'Frederick Lau', 'Jennifer Ulrich', 'Jürgen Vogel'}"
250,in [The Razor's Edge],set(),"{'Bill Murray', 'Catherine Hicks', 'Theresa Russell', 'Denholm Elliott'}"
251,in [Surviving Picasso],"{Node('Movie', name='Surviving Picasso')}",{'Anthony Hopkins'}
252,in [Blonde Ambition],"{Node('Movie', name='Blonde Ambition')}","{'Luke Wilson', 'Jessica Simpson'}"
253,in [Recollections of the Yellow House],"{Node('Movie', name='Recollections of the Yellow House')}",{'João César Monteiro'}
254,in [Alex in Wonderland],"{Node('Movie', name='Alex in Wonderland')}","{'Donald Sutherland', 'Meg Mazursky', 'Ellen Burstyn'}"
255,which was in the film [Devil],set(),"{'Bojana Novakovic', 'Chris Messina', ""Jenny O'Hara""}"
256,that acted in the film [Goya's Ghosts],set(),"{'Javier Bardem', 'Natalie Portman', 'Stellan Skarsgård'}"
257,in [The Return of Swamp Thing],"{Node('Movie', name='The Return of Swamp Thing')}","{'Heather Locklear', 'Sarah Douglas', 'Dick Durock', 'Louis Jourdan'}"
258,in [Flannel Pajamas],"{Node('Movie', name='Flannel Pajamas')}","{'Julianne Nicholson', 'Justin Kirk'}"
259,in [Zombie Apocalypse],"{Node('Movie', name='Zombie Apocalypse')}","{'Ving Rhames', 'Gary Weeks', 'Johnny Pacar', 'Taryn Manning'}"
260,which was in the film [Night and the City],{'Night and the City'},"{'Richard Widmark', 'Googie Withers', 'Gene Tierney'}"
261,by [Easy Money],"{Node('Movie', name='Easy Money')}",{'Joel Kinnaman'}
262,in [Ice Princess],"{Node('Movie', name='Ice Princess')}","{'Michelle Trachtenberg', 'Joan Cusack'}"
263,that acted in the film [The Black Swan],"{'Maureen OHara', 'Tyrone Power'}","{""Maureen O'Hara"", 'Tyrone Power'}"
264,"in [Sleep, My Love]","{Node('Movie', name='Sleep, My Love')}","{'Don Ameche', 'Robert Cummings', 'Claudette Colbert'}"
265,which is the stars in [Sunshine],"{'Jennifer Ehle', 'Ralph Fiennes', 'Troy Garity', 'Michelle Yeoh', 'Cillian Murphy', 'Rosemary Harris', 'Rachel Weisz', 'Rose Byrne'}","{'Jennifer Ehle', 'Ralph Fiennes', 'Rachel Weisz', 'Rosemary Harris'}"
266,in [Saw],"{Node('Movie', name='Saw')}","{'Cary Elwes', 'Ken Leung', 'Leigh Whannell', 'Danny Glover'}"
267,who acted in the film [Into the Woods],"{'Emily Blunt', 'Bernadette Peters', 'Anna Kendrick', 'Daniel Huttlestone', 'Joanna Gleason', 'James Corden'}","{'Joanna Gleason', 'Bernadette Peters'}"
268,the film [Ulysses] starred which actors,"{'Silvana Mangano', 'Maurice Roëves', 'Milo OShea', 'Kirk Douglas', 'Barbara Jefford', 'Anthony Quinn'}","{'Maurice Roëves', 'Barbara Jefford', ""Milo O'Shea""}"
269,in [The Dark Knight Rises],"{Node('Movie', name='The Dark Knight Rises')}","{'Christian Bale', 'Tom Hardy', 'Gary Oldman'}"
270,in [Soul Surfer],"{Node('Movie', name='Soul Surfer')}","{'Helen Hunt', 'AnnaSophia Robb', 'Lorraine Nicholson', 'Dennis Quaid'}"
271,in [Captain America],"{Node('Movie', name='Captain America')}",{'Reb Brown'}
272,which acted as a [Blackjack],set(),{'Dolph Lundgren'}
273,in [Naked Weapon],"{Node('Movie', name='Naked Weapon')}",{'Daniel Wu'}
274,which acted as a [Freaky Friday],"{'Jodie Foster', 'John Astin', 'Lindsay Lohan', 'Jamie Lee Curtis', 'Barbara Harris', 'Mark Harmon'}","{'Lindsay Lohan', 'Mark Harmon', 'Jamie Lee Curtis'}"
275,that acted in [Merrill's Marauders],set(),{'Jeff Chandler'}
276,the movie [Craig's Wife] starred who,set(),{'Rosalind Russell'}
277,in [CJ7],"{Node('Movie', name='CJ7')}",{'Stephen Chow'}
278,in [A Birder's Guide to Everything],set(),"{'Katie Chang', 'James Le Gros', 'Daniela Lavender'}"
279,in [Nixon],"{Node('Movie', name='Nixon')}","{'Anthony Hopkins', 'Ed Harris', 'Powers Boothe', 'Joan Allen'}"
280,in [Northern Lights],"{Node('Movie', name='Northern Lights')}","{'LeAnn Rimes', 'Rosanna Arquette', 'Eddie Cibrian'}"
281,in [Jackass Number Two],"{Node('Movie', name='Jackass Number Two')}","{'Bam Margera', 'Chris Pontius', 'Johnny Knoxville'}"
282,the film [Rampage] starred which actors,"{'Nicholas Campbell', 'Michael Biehn', 'Alex McArthur', 'Brendan Fletcher', 'Michael Paré', 'Shaun Sipos'}","{'Alex McArthur', 'Nicholas Campbell', 'Michael Biehn'}"
283,in [Twin Town],"{Node('Movie', name='Twin Town')}","{'Dougray Scott', 'Rhys Ifans'}"
284,in [Invisible Target],"{Node('Movie', name='Invisible Target')}","{'Nicholas Tse', 'Jaycee Chan', 'Shawn Yue'}"
285,which acted in [Donovan's Reef],set(),"{'Elizabeth Allen', 'Lee Marvin', 'John Wayne', 'Jack Warden'}"
286,in [Faces in the Crowd],"{Node('Movie', name='Faces in the Crowd')}","{'Julian McMahon', 'Michael Shanks', 'David Atrakchi', 'Milla Jovovich'}"
287,in [Exam],"{Node('Movie', name='Exam')}","{'Adar Beck', 'Gemma Chan', 'John Lloyd Fillingham', 'Nathalie Cox'}"
288,in [Mr. Pip],"{Node('Movie', name='Mr. Pip')}",{'Hugh Laurie'}
289,who acted in the movie [Corruption],"{'Sue Lloyd', 'Peter Cushing', 'Kate OMara', 'Noel Trevarthen'}","{'Sue Lloyd', 'Peter Cushing', ""Kate O'Mara"", 'Noel Trevarthen'}"
290,in [The Caine Mutiny],"{Node('Movie', name='The Caine Mutiny')}","{'Van Johnson', 'José Ferrer', 'Fred MacMurray', 'Humphrey Bogart'}"
291,in [Kal Ho Naa Ho],"{Node('Movie', name='Kal Ho Naa Ho')}","{'Preity Zinta', 'Saif Ali Khan'}"
292,by [Karthik Calling Karthik],"{Node('Movie', name='Karthik Calling Karthik')}","{'Deepika Padukone', 'Farhan Akhtar'}"
293,in [Barbarian Queen],"{Node('Movie', name='Barbarian Queen')}",{'Lana Clarkson'}
294,in [Delivery Man],"{Node('Movie', name='Delivery Man')}","{'Vince Vaughn', 'Chris Pratt', 'Cobie Smulders'}"
295,in [The Butterfly Effect 2],"{Node('Movie', name='The Butterfly Effect 2')}","{'Dustin Milligan', 'Erica Durance', 'Gina Holden', 'Eric Lively'}"
296,in [One Body Too Many],"{Node('Movie', name='One Body Too Many')}","{'Jack Haley', 'Bela Lugosi'}"
297,in [Libertarias],"{Node('Movie', name='Libertarias')}","{'Ariadna Gil', 'Ana Belén'}"
298,in [Cherrybomb],"{Node('Movie', name='Cherrybomb')}","{'Rupert Grint', 'Robert Sheehan', 'James Nesbitt'}"
299,in [A Bucket of Blood],"{Node('Movie', name='A Bucket of Blood')}",{'Dick Miller'}
300,the movie [Lola] starred who,"{'Charles Bronson', 'Susan George', 'Anouk Aimée'}","{'Susan George', 'Charles Bronson'}"
301,in [Million Dollar Mermaid],"{Node('Movie', name='Million Dollar Mermaid')}","{'David Brian', 'Victor Mature', 'Walter Pidgeon', 'Esther Williams'}"
302,in [Gross Anatomy],"{Node('Movie', name='Gross Anatomy')}","{'Matthew Modine', 'Daphne Zuniga', 'Christine Lahti'}"
303,the movie [Total Recall] starred who,"{'Ronny Cox', 'Jessica Biel', 'Rachel Ticotin', 'Arnold Schwarzenegger', 'Colin Farrell', 'Kate Beckinsale', 'Sharon Stone', 'Bryan Cranston'}","{'Kate Beckinsale', 'Bryan Cranston', 'Jessica Biel', 'Colin Farrell'}"
304,which is the stars in [Miss Julie],"{'Peter Mullan', 'Ulf Palme', 'Anita Björk', 'Saffron Burrows'}","{'Ulf Palme', 'Anita Björk'}"
305,in [Lady in White],"{Node('Movie', name='Lady in White')}","{'Katherine Helmond', 'Lukas Haas', 'Len Cariou', 'Alex Rocco'}"
306,the movie [The Patriot] starred who,"{'Mel Gibson', 'Steven Seagal', 'Heath Ledger'}",{'Steven Seagal'}
307,in [Memphis Belle],"{Node('Movie', name='Memphis Belle')}","{'Eric Stoltz', 'Matthew Modine'}"
308,in [Mister Johnson],"{Node('Movie', name='Mister Johnson')}",{'Maynard Eziashi'}
309,in [Music of the Heart],"{Node('Movie', name='Music of the Heart')}",{'Meryl Streep'}
310,which acted in the film [Outrage],"{'Robert Culp', 'Takeshi Kitano', 'Marlyn Mason', 'Beah Richards'}","{'Robert Culp', 'Marlyn Mason', 'Beah Richards'}"
311,in [Gun Shy],"{Node('Movie', name='Gun Shy')}","{'Liam Neeson', 'Oliver Platt'}"
312,in [Hang 'Em High],set(),"{'Clint Eastwood', 'Inger Stevens', 'Pat Hingle', 'Ed Begley'}"
313,in [Once Upon a Time in China],"{Node('Movie', name='Once Upon a Time in China')}",{'Jet Li'}
314,in [Two Lovers],"{Node('Movie', name='Two Lovers')}",{'Joaquin Phoenix'}
315,in [The Big Cube],"{Node('Movie', name='The Big Cube')}","{'George Chakiris', 'Lana Turner', 'Richard Egan'}"
316,the movie [It's Always Fair Weather] starred who,set(),"{'Gene Kelly', 'Dolores Gray', 'Cyd Charisse', 'Dan Dailey'}"
317,the film [Dressed to Kill] starred which actors,"{'Nigel Bruce', 'Angie Dickinson', 'Basil Rathbone', 'Michael Caine', 'Nancy Allen', 'Keith Gordon'}","{'Angie Dickinson', 'Nancy Allen', 'Michael Caine', 'Keith Gordon'}"
318,in [Coma],"{Node('Movie', name='Coma')}","{'Elizabeth Ashley', 'Rip Torn', 'Geneviève Bujold', 'Michael Douglas'}"
319,which was in the film [Days of Glory],{'Days of Glory'},"{'Sami Bouajila', 'Samy Naceri', 'Roschdy Zem', 'Jamel Debbouze'}"
320,the film [Mrs. Brown's Boys D'Movie] starred which actors,set(),"{""Brendan O'Carroll""}"
321,in [The Pillow Book],"{Node('Movie', name='The Pillow Book')}",{'Vivian Wu'}
322,which is the stars in [Village of the Damned],"{'Christopher Reeve', 'Kirstie Alley', 'George Sanders', 'Linda Kozlowski'}",{'George Sanders'}
323,which was in the film [Green Ice],set(),"{""Ryan O'Neal""}"
324,in [Boogie Woogie],"{Node('Movie', name='Boogie Woogie')}","{'Heather Graham', 'Danny Huston', 'Alan Cumming', 'Gillian Anderson'}"
325,by [Titus],{'Julie Taymor'},"{'Anthony Hopkins', 'Jessica Lange'}"
326,which was in the film [Grumpier Old Men],"{Node('Movie', name='Grumpier Old Men')}","{'Sophia Loren', 'Jack Lemmon', 'Walter Matthau'}"
327,which was in the film [Liliom],{'Fritz Lang'},"{'Charles Boyer', 'Madeleine Ozeray'}"
328,the movie [King Solomon's Mines] starred who,set(),"{'Anna Lee', 'Cedric Hardwicke', 'Paul Robeson', 'Roland Young'}"
329,in [The Bells of St. Mary's],set(),"{'Bing Crosby', 'Ingrid Bergman'}"
330,that stars in [Unfaithfully Yours],"{'Barbara Lawrence', 'Nastassja Kinski', 'Linda Darnell', 'Albert Brooks', 'Dudley Moore', 'Rex Harrison', 'Armand Assante', 'Rudy Vallee'}","{'Nastassja Kinski', 'Albert Brooks', 'Dudley Moore', 'Armand Assante'}"
331,by [A Short Film About Killing],set(),"{'Jan Tesarz', 'Krzysztof Globisz'}"
332,by [Nightmare Alley],"{Node('Movie', name='Nightmare Alley')}","{'Joan Blondell', 'Tyrone Power'}"
333,in [Quicksand],"{Node('Movie', name='Quicksand')}","{'Michael Keaton', 'Michael Caine'}"
334,in [The Last Stand],"{Node('Movie', name='The Last Stand')}",{'Arnold Schwarzenegger'}
335,in [The Words],"{Node('Movie', name='The Words')}","{'Jeremy Irons', 'Bradley Cooper', 'Dennis Quaid'}"
336,in [The Great Locomotive Chase],"{Node('Movie', name='The Great Locomotive Chase')}","{'Fess Parker', 'John Lupton', 'Jeffrey Hunter', 'Jeff York'}"
337,in [The Raven],"{Node('Movie', name='The Raven')}","{'Brendan Gleeson', 'John Cusack', 'Luke Evans', 'Alice Eve'}"
338,which has acted in [Bluebeard],"{'Richard Burton', 'John Carradine', 'Raquel Welch'}",{'John Carradine'}
339,in [Desperate Journey],"{Node('Movie', name='Desperate Journey')}","{'Errol Flynn', 'Raymond Massey', 'Ronald Reagan'}"
340,in [Wild Geese II],"{Node('Movie', name='Wild Geese II')}",{'Edward Fox'}
341,in [Commandments],"{Node('Movie', name='Commandments')}","{'Anthony LaPaglia', 'Aidan Quinn', 'Courteney Cox'}"
342,in [Days of Wine and Roses],"{Node('Movie', name='Days of Wine and Roses')}","{'Lee Remick', 'Charles Bickford', 'Jack Klugman', 'Jack Lemmon'}"
343,who are the actors in [The Devil's Rejects],set(),"{'Sid Haig', 'Bill Moseley', 'Sheri Moon Zombie'}"
344,in [Teacher's Pet],set(),"{'Clark Gable', 'Gig Young', 'Doris Day', 'Mamie Van Doren'}"
345,in [The Dam Busters],"{Node('Movie', name='The Dam Busters')}",{'Michael Redgrave'}
346,by [The Devil-Doll],{'Tod Browning'},"{'Lionel Barrymore', ""Maureen O'Sullivan""}"
347,who are the actors in [Stardust],"{'David Kelly', 'Adam Faith', 'Ian McKellen', 'David Essex'}","{'Adam Faith', 'David Essex'}"
348,who are the actors in [Night of the Living Dead],"{'Duane Jones', 'Karl Hardman', 'Judith ODea'}","{'Duane Jones', 'Karl Hardman', ""Judith O'Dea""}"
349,in [Edge of Tomorrow],"{Node('Movie', name='Edge of Tomorrow')}","{'Emily Blunt', 'Tom Cruise'}"
350,in [Stuck],"{Node('Movie', name='Stuck')}","{'Stephen Rea', 'Mena Suvari'}"
351,who are the actors in the [The Day the Earth Stood Still],"{'Keanu Reeves', 'Patricia Neal', 'Hugh Marlowe', 'Michael Rennie'}","{'Hugh Marlowe', 'Patricia Neal', 'Michael Rennie'}"
352,actors in [Monte Carlo],"{'Selena Gomez', 'Leighton Meester', 'Katie Cassidy', 'Jeanette MacDonald'}","{'Selena Gomez', 'Leighton Meester', 'Katie Cassidy'}"
353,in [The Visitor],"{Node('Movie', name='The Visitor')}","{'Glenn Ford', 'John Huston', 'Mel Ferrer'}"
354,in [A Woman Is a Woman],"{Node('Movie', name='A Woman Is a Woman')}",{'Anna Karina'}
355,the film [Here Comes the Navy] starred which actors,"{'James Cagney', 'Pat OBrien', 'Frank McHugh', 'Gloria Stuart'}","{'James Cagney', 'Gloria Stuart', 'Frank McHugh', ""Pat O'Brien""}"
356,that stars in [Doppelganger],"{'Drew Barrymore', 'Hiromi Nagasaku'}",{'Hiromi Nagasaku'}
357,in [Yonkers Joe],"{Node('Movie', name='Yonkers Joe')}","{'Chazz Palminteri', 'Michael Lerner'}"
358,the movie [The Thing] starred who,"{'Kurt Russell', 'Mary Elizabeth Winstead', 'Ulrich Thomsen', 'Eric Christian Olsen', 'Joel Edgerton'}",{'Kurt Russell'}
359,acted in [The Hole],"{'Teri Polo', 'Thora Birch', 'Chris Massoglia', 'Haley Bennett'}","{'Teri Polo', 'Chris Massoglia', 'Haley Bennett'}"
360,which acted as [Angel Eyes],set(),"{'Jeremy Sisto', 'Jennifer Lopez', 'Jim Caviezel'}"
361,in [Vertical Limit],"{Node('Movie', name='Vertical Limit')}","{""Chris O'Donnell"", 'Robin Tunney'}"
362,in [Scenes from the Class Struggle in Beverly Hills],"{Node('Movie', name='Scenes from the Class Struggle in Beverly Hills')}","{'Ray Sharkey', 'Robert Beltran', 'Jacqueline Bisset', 'Mary Woronov'}"
363,in [This Sporting Life],"{Node('Movie', name='This Sporting Life')}","{'Alan Badel', 'Richard Harris', 'William Hartnell', 'Rachel Roberts'}"
364,by [The Green Hornet],"{Node('Movie', name='The Green Hornet')}","{'Cameron Diaz', 'Seth Rogen', 'Jay Chou'}"
365,in [The Living Daylights],"{Node('Movie', name='The Living Daylights')}",{'Timothy Dalton'}
366,in [Unfaithful],"{Node('Movie', name='Unfaithful')}","{'Olivier Martinez', 'Diane Lane', 'Richard Gere'}"
367,in [Son of Lassie],"{Node('Movie', name='Son of Lassie')}","{'Peter Lawford', 'June Lockhart', 'Donald Crisp'}"
368,in [A Bug's Life],set(),"{'Dave Foley', 'Kevin Spacey', 'Hayden Panettiere'}"
369,in [Omega Doom],"{Node('Movie', name='Omega Doom')}",{'Rutger Hauer'}
370,which acted as [A Woman's Tale],set(),"{'Gosia Dobrowolska', 'Chris Haywood', 'Norman Kaye', 'Sheila Florance'}"
371,in [Be Kind Rewind],"{Node('Movie', name='Be Kind Rewind')}","{'Jack Black', 'Mia Farrow', 'Danny Glover'}"
372,the film [Innocence] starred which actors,"{'Kelly Reilly', 'Linus Roache', 'Marion Cotillard', 'Sophie Curtis', 'Graham Phillips'}","{'Linus Roache', 'Kelly Reilly', 'Graham Phillips', 'Sophie Curtis'}"
373,which acted as a [Crack-Up],"{'Herbert Marshall', 'Claire Trevor', 'Pat OBrien'}","{'Herbert Marshall', ""Pat O'Brien"", 'Claire Trevor'}"
374,in [Emma],"{Node('Movie', name='Emma')}",{'Marie Dressler'}
375,in [An Apology to Elephants],"{Node('Movie', name='An Apology to Elephants')}","{'Lily Tomlin', 'Pat Derby'}"
376,in [Closed Curtain],"{Node('Movie', name='Closed Curtain')}","{'Kambuzia Partovi', 'Jafar Panahi'}"
377,in [Control],"{Node('Movie', name='Control')}","{'Joe Anderson', 'Samantha Morton', 'Sam Riley', 'Alexandra Maria Lara'}"
378,the film [You Don't Know Jack] starred which actors,set(),{'Al Pacino'}
379,acted in [Defiance],"{'Daniel Craig', 'Liev Schreiber', 'Theresa Saldana', 'Jamie Bell'}","{'Daniel Craig', 'Liev Schreiber', 'Jamie Bell'}"
380,the film [The King's Whore] starred which actors,set(),{'Timothy Dalton'}
381,in [The Cowboy Way],"{Node('Movie', name='The Cowboy Way')}","{'Kiefer Sutherland', 'Woody Harrelson'}"
382,the film [Page Miss Glory] starred which actors,"{'Marion Davies', 'Dick Powell', 'Pat OBrien'}","{'Marion Davies', ""Pat O'Brien"", 'Dick Powell'}"
383,the movie [The Adventures of Huckleberry Finn] starred who,"{'Walter Connolly', 'William Frawley', 'Eddie Hodges', 'Mickey Rooney', 'Rex Ingram', 'Archie Moore', 'Tony Randall'}","{'Rex Ingram', 'Walter Connolly', 'William Frawley', 'Mickey Rooney'}"
384,which is the star in [In Their Skin],"{'James DArcy', 'Joshua Close', 'Selma Blair', 'Rachel Miner'}","{""James D'Arcy"", 'Joshua Close', 'Selma Blair', 'Rachel Miner'}"
385,which was in the film [Son of Batman],set(),"{""Jason O'Mara""}"
386,in [Start the Revolution Without Me],"{Node('Movie', name='Start the Revolution Without Me')}","{'Hugh Griffith', 'Donald Sutherland', 'Jack MacGowran', 'Gene Wilder'}"
387,in [Meet the Deedles],"{Node('Movie', name='Meet the Deedles')}","{'Paul Walker', 'Steve Van Wormer'}"
388,Who are the actors in [The Other Woman],"{'Natalie Portman', 'Scott Cohen', 'Cameron Diaz', 'Leslie Mann', 'Lisa Kudrow', 'Don Johnson', 'Charlie Tahan'}","{'Cameron Diaz', 'Leslie Mann', 'Don Johnson'}"
389,in [On the Beach],"{Node('Movie', name='On the Beach')}","{'Gregory Peck', 'Ava Gardner', 'Fred Astaire', 'Anthony Perkins'}"
390,the movie [Safe House] starred who,"{'Ryan Reynolds', 'Patrick Stewart', 'Denzel Washington'}",{'Patrick Stewart'}
391,in [The Children's Hour],set(),"{'Audrey Hepburn', 'James Garner', 'Shirley MacLaine'}"
392,the film [Cimarron] starred which actors,"{'Richard Dix', 'Estelle Taylor', 'Glenn Ford', 'Maria Schell', 'Irene Dunne'}","{'Estelle Taylor', 'Richard Dix', 'Irene Dunne'}"
393,in [The Sweetest Thing],"{Node('Movie', name='The Sweetest Thing')}",{'Christina Applegate'}
394,who acted in the movie [Les Misérables],"{'Charles Vanel', 'Russell Crowe', 'Anne Hathaway', 'Amanda Seyfried', 'Hugh Jackman', 'Fredric March', 'Charles Laughton', 'Jean Gabin', 'Harry Baur'}",{'Jean Gabin'}
395,in [Desperate Measures],"{Node('Movie', name='Desperate Measures')}","{'Brian Cox', 'Marcia Gay Harden', 'Michael Keaton'}"
396,in [What Price Hollywood?],"{Node('Movie', name='What Price Hollywood?')}","{'Constance Bennett', 'Lowell Sherman'}"
397,in [The Last Castle],"{Node('Movie', name='The Last Castle')}","{'Robert Redford', 'James Gandolfini', 'Mark Ruffalo'}"
398,in [Identity],"{Node('Movie', name='Identity')}","{'Amanda Peet', 'John Cusack', 'Ray Liotta'}"
399,which acted as a [Frankie and Johnny],"{'Donna Douglas', 'Al Pacino', 'Nathan Lane', 'Michelle Pfeiffer', 'Elvis Presley'}","{'Al Pacino', 'Michelle Pfeiffer', 'Nathan Lane'}"
400,in [White of the Eye],"{Node('Movie', name='White of the Eye')}","{'Cathy Moriarty', 'David Keith'}"
401,in [John Q],"{Node('Movie', name='John Q')}",{'Denzel Washington'}
402,which acted as a [The Devil's Own],set(),"{'Brad Pitt', 'Rubén Blades', 'Harrison Ford'}"
403,which was in the film [Miracle on 34th Street],"{Node('Movie', name='Miracle on 34th Street')}","{'John Payne', ""Maureen O'Hara"", 'Edmund Gwenn'}"
404,in [Gridlock'd],set(),"{'Thandie Newton', 'Tim Roth', 'Tupac Shakur'}"
405,that acted in the film [The Brink's Job],set(),"{'Peter Boyle', 'Allen Garfield', 'Warren Oates', 'Peter Falk'}"
406,in [Audition],"{Node('Movie', name='Audition')}","{'Eihi Shiina', 'Ryo Ishibashi'}"
407,acting in [The Ape],"{'Olle Sarri', 'Boris Karloff'}",{'Olle Sarri'}
408,which acted as a [Blink],set(),"{'Madeleine Stowe', 'Aidan Quinn'}"
409,the film [Your Sister's Sister] starred which actors,set(),"{'Mark Duplass', 'Emily Blunt'}"
