,query,target_query,generated_query
103,what has [David J. Burke],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'David J. Burke'})
RETURN m.name AS MovieDirectedByDavidJBurke
UNION
MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: 'David J. Burke'})
RETURN m.name AS MovieWrittenByDavidJBurke
UNION
MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'David J. Burke'})
RETURN m.name AS MovieStarredDavidJBurke",{'Edison'}
104,what was [Reinhard Klooss] the manager of,"The natural language query seems to be confusing the term ""manager"" with ""director"". Assuming that we want to find the movies directed by Reinhard Klooss, the Cypher query would be:

```
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Reinhard Klooss""})
RETURN m.name
```","{'Tarzan', 'Animals United'}"
105,what has [Marc Forster],"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""Marc Forster""}) 
RETURN m.name AS Movies_Directed_By_Marc_Forster

UNION

MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""Marc Forster""}) 
RETURN m.name AS Movies_Written_By_Marc_Forster","{'Stay', 'Machine Gun Preacher', 'World War Z', 'Everything Put Together', 'Quantum of Solace', 'Finding Neverland', 'The Kite Runner', ""Monster's Ball""}"
106,Which films have [John Maloof] live,"Your query is ambiguous. If you mean which movies John Maloof has directed, the Cypher query would be:

```cypher
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: ""John Maloof""})
RETURN m.name
```

If you mean which movies John Maloof has written, the Cypher query would be:

```cypher
MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer {name: ""John Maloof""})
RETURN m.name
```

If you mean which movies John Maloof has acted in, the Cypher query would be:

```cypher
MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""John Maloof""})
RETURN m.name
```",{'Finding Vivian Maier'}
107,what was [Gerald Potterton] the manager of,"The database schema provided does not contain any information about a 'manager' relationship or role. The entities available are 'Movie', 'Director', 'Writer', 'Actor', 'Year', 'Language', 'Tag', 'Genre', 'Votes', 'Rating', and none of them has a 'manager' attribute. Therefore, a Cypher query cannot be written to find what Gerald Potterton was the manager of.",{'Heavy Metal'}
108,you can name a film produced by [Sean Baker],"The database schema does not provide information about a producer entity or a relation that could link a movie to a producer. Therefore, it is not possible to formulate a Cypher query based on the provided schema and the given natural language query.",{'Take Out'}
109,what has [Cary Fukunaga] live,"The provided natural language query ""what has [Cary Fukunaga] live"" is not clear enough to be translated into a Cypher query. It requires additional context or clarification. For example, if you want to know which movies Cary Fukunaga has directed, the query would be different from the one asking for the movies where he was a writer or an actor. Please provide a more specific query.",{'Jane Eyre'}
110,what has [Charles Kaufman] live,"Your query is ambiguous as the database schema does not have any information related to living conditions or location of any entity such as 'Director', 'Actor', etc. Please provide a more specific query.","{""Mother's Day""}"
111,what has [Férid Boughedir] live,"The provided natural language query ""what has [Férid Boughedir] live"" is unclear, it does not specify what information is required about Férid Boughedir. Please provide a more specific query.",{'A Summer in La Goulette'}
112,what was [Nancy Meckler] the manager of,"The database schema provided does not seem to support a query for a ""manager"" entity or a ""MANAGED_BY"" relationship. Please provide a valid query related to the available entities and relationships.",{'Sister My Sister'}
113,what was [Henning Carlsen] the manager of,"The natural language query seems to be asking about the movies managed by a person named ""Henning Carlsen"". However, in the provided database schema, there is no clear indication of a ""manager"" role. The closest correlations could be either a ""Director"" or a ""Writer"". 

Assuming that the ""manager"" refers to the ""Director"", here is how you might structure the Cypher query:

```cypher
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Henning Carlsen'}) 
RETURN m.name
```

This query is looking for all movies that are associated (via the DIRECTED_BY relation) with a Director named ""Henning Carlsen"", and returns the names of those movies.","{'Hunger', 'Pan'}"
114,what was [Andrew Mollo] the manager of,"The given natural language query is not valid as per the provided database schema. There is no information about a 'manager' role or relationship in the database schema. The schema includes the entities: 'Movie', 'Director', 'Writer', 'Actor', 'Year', 'Language', 'Tag', 'Genre', 'Votes', 'Rating', and their respective relationships. A valid query could ask about which movies Andrew Mollo directed, wrote, or acted in, but the role 'manager' is not defined in this schema. Please provide a valid query.",{'It Happened Here'}
115,[Paul Rachman] to which the films,"""MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE d.name = 'Paul Rachman' RETURN m.name""",{'American Hardcore'}
116,what has [George Mendeluk] live,"Your query is ambiguous. The entity ""George Mendeluk"" could be a Director, Writer, or Actor, but the database schema does not provide information about where people live. Please provide a more specific query.",{'The Kidnapping of the President'}
117,you can name a film produced by [Ryszard Bugajski],"The query does not specify the type of relation that Ryszard Bugajski has with the movie. Therefore, it is not possible to create an accurate Cypher query. Please provide more information.",{'Interrogation'}
118,what has [Russell Crowe] direct,"This query is not valid because Russell Crowe is an Actor, and in the given database schema, there is no directional relation from Actor to Movie or Director. Therefore, Russell Crowe cannot direct anything according to this database schema.",{'The Water Diviner'}
119,What was [Ron Mann] the manager of,"The provided natural language query cannot be converted to a Cypher query based on the given database schema. There is no 'manager' relation or 'Manager' entity defined in the schema, and there is no entity that Ron Mann could manage according to the relations provided. Please provide a query that applies to the given database schema.","{'Comic Book Confidential', 'Grass'}"
120,which is the stars in [The Most Dangerous Game],"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE m.name = 'The Most Dangerous Game' RETURN a.name""","{'Joel McCrea', 'Robert Armstrong', 'Fay Wray', 'Leslie Banks'}"
121,who are the [Mr. Smith Goes to Washington],"The natural language query is not clear. Please specify if you want to know the director, actors, writer or some other attribute of the movie ""Mr. Smith Goes to Washington"".","{'Edward Arnold', 'James Stewart', 'Jean Arthur', 'Claude Rains'}"
122,the film [Esther Kahn] starred which actors,"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE m.name = 'Esther Kahn' RETURN a.name""","{'Summer Phoenix', 'Ian Holm'}"
123,in [Times Square],"Your query is not clear. The phrase ""in [Times Square]"" does not specify what you are looking for in the database. Please provide more details. Are you looking for a movie, director, actor or other entity associated with ""Times Square""? Or is ""Times Square"" a movie, actor, director or other attribute in the database? Please provide more details for a precise Cypher query.","{'Tim Curry', 'Robin Johnson', 'Trini Alvarado'}"
124,in [No],"The query ""in [No]"" doesn't provide enough information to be translated into a Cypher query. Please provide more details.",{'Gael García Bernal'}
125,which is the star in [The Escapist],"```
MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE m.name = ""The Escapist""
RETURN a.name
```","{'Andy Serkis', 'Gary Lewis', 'Jonny Lee Miller'}"
126,which was in the film [The Fog],"The natural language query is ambiguous as it does not specify what exactly we are looking for in the film ""The Fog"". It could be the director, the actors, the writer, or some other attribute. Let's assume we want to know the actors.

The Cypher query would be:

```cypher
MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE m.name = 'The Fog'
RETURN a.name
```","{'Tom Welling', 'Selma Blair', 'Maggie Grace'}"
127,by [The Garage],"This query is ambiguous because ""The Garage"" could potentially match with any of the attributes 'name' in the entities. However, assuming ""The Garage"" is a movie name, to find all related entities the Cypher query would be:

```
MATCH (m:Movie {name: 'The Garage'})-[]->(related)
RETURN related
```",{'Buster Keaton'}
128,who are the [Interrupted Melody],"Your natural language query is not clear. Please clarify what you want to know about the movie ""Interrupted Melody"". Do you want to know about its director, actors, genre, etc.?","{'Glenn Ford', 'Roger Moore', 'Eleanor Parker', 'Cecil Kellaway'}"
129,in [Scar],"The query ""in [Scar]"" is not clear. Please provide more information or context.",{'Angela Bettis'}
130,in [Mary],"The provided natural language query ""in [Mary]"" is not a valid or complete query as it doesn't provide enough context or information about what kind of data needs to be fetched from the database. Please provide a more detailed and clear query. For example, ""Find all movies directed by Mary"" or ""Find all actors named Mary"".","{'Heather Graham', 'Matthew Modine', 'Forest Whitaker', 'Juliette Binoche'}"
131,who are the [Notting Hill],"The given natural language query is ambiguous. ""Notting Hill"" is a movie, but the query does not specify what information about ""Notting Hill"" is being requested. It could be asking for the director, the actors, the writer, etc. Based on the database schema, the query could be clarified and rewritten as one of the following:

1. Who directed ""Notting Hill""?
2. Who are the actors in ""Notting Hill""?
3. Who wrote ""Notting Hill""?

If the user is asking for the director of ""Notting Hill"", the Cypher query would be:

```cypher
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Notting Hill"" RETURN d.name
```

If the user is asking for the actors in ""Notting Hill"", the Cypher query would be:

```cypher
MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE m.name = ""Notting Hill"" RETURN a.name
```

If the user is asking for the writer of ""Notting Hill"", the Cypher query would be:

```cypher
MATCH (m:Movie)-[:WRITTEN_BY]->(w:Writer) WHERE m.name = ""Notting Hill"" RETURN w.name
```","{'Julia Roberts', 'Hugh Grant', 'Rhys Ifans'}"
132,who are the [The Producers],"The natural language query is ambiguous as it doesn't specify who ""The Producers"" refers to. It could refer to directors, writers, or actors. 

Assuming you want to get the director of the movie ""The Producers"", the Cypher code would be:

```cypher
MATCH (m:Movie {name: ""The Producers""})-[:DIRECTED_BY]->(d:Director) 
RETURN d.name
```

If you want to get the writers of the movie ""The Producers"", the Cypher code would be:

```cypher
MATCH (m:Movie {name: ""The Producers""})-[:WRITTEN_BY]->(w:Writer) 
RETURN w.name
```

If you want to get the actors of the movie ""The Producers"", the Cypher code would be:

```cypher
MATCH (m:Movie {name: ""The Producers""})-[:STARRED_ACTORS]->(a:Actor) 
RETURN a.name
```","{'Will Ferrell', 'Uma Thurman', 'Nathan Lane', 'Matthew Broderick'}"
133,who are the [Kawa],"The natural language query is incomplete. It could refer to a movie, director, writer, actor, etc. named ""Kawa"" and could ask for various types of information. Please provide a more specific query.",{'Calvin Tuteao'}
134,who are the [Love at Large],"Your query is not clear about what you want to know about ""Love at Large"". Do you want to know about its director, actors, writers, genre, or something else? Please provide more specific information.","{'Anne Archer', 'Elizabeth Perkins', 'Tom Berenger'}"
135,by [Gallowwalkers],"It seems the query is incomplete. If you intend to find various details about the movie ""Gallowwalkers"", such as its director, actors, and genre, you might use the following Cypher queries:

To find the director:
```
MATCH (m:Movie {name: ""Gallowwalkers""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name
```

To find the actors:
```
MATCH (m:Movie {name: ""Gallowwalkers""})-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name
```

To find the genre:
```
MATCH (m:Movie {name: ""Gallowwalkers""})-[:HAS_GENRE]->(g:Genre)
RETURN g.name
```

And so on, depending on what information you're seeking about the movie ""Gallowwalkers"".","{'Wesley Snipes', 'Tanit Phoenix', 'Kevin Howarth', 'Riley Smith'}"
136,who are the actors in the [100 Rifles],"""MATCH (m:Movie {name: '100 Rifles'})-[:STARRED_ACTORS]->(a:Actor) RETURN a.name""","{'Jim Brown', 'Fernando Lamas', 'Burt Reynolds', 'Raquel Welch'}"
137,by [O],Your query is incomplete. Please provide a full and clear query.,"{'Josh Hartnett', 'Mekhi Phifer', 'Martin Sheen', 'Andrew Keegan'}"
138,that acted in the film [Country],"The natural language query is not clear. If you are trying to find the actors who acted in a film named ""Country"", the query would be:

```
MATCH (m:Movie {name: 'Country'})-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name
```","{'Sam Shepard', 'Jessica Lange'}"
139,who are the [Hotel Chevalier],"Your query ""who are the [Hotel Chevalier]"" is a bit ambiguous. Are you asking for the director, writer, actors or some other relationship to the movie ""Hotel Chevalier""? I will assume you are asking for the director, writer and actors of this movie.

To get the director, writer and actors of the movie ""Hotel Chevalier"", the Cypher query would be:

```cypher
MATCH (m:Movie {name: 'Hotel Chevalier'})-[:DIRECTED_BY]->(d:Director),
      (m)-[:WRITTEN_BY]->(w:Writer),
      (m)-[:STARRED_ACTORS]->(a:Actor)
RETURN d.name AS Director, w.name AS Writer, collect(a.name) AS Actors
```","{'Natalie Portman', 'Jason Schwartzman'}"
140,which stars in [Nancy Drew],"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE m.name = 'Nancy Drew' RETURN a.name""","{'Max Thieriot', 'Emma Roberts'}"
141,by [King of Comedy],"Your query is incomplete and ambiguous. ""by [King of Comedy]"" could mean ""directed by King of Comedy"" or ""written by King of Comedy"". Please specify whether you mean the director, writer or another entity related to the movie. For example, if you meant to ask for movies directed by ""King of Comedy"", the Cypher query would be:

```
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE d.name = ""King of Comedy"" RETURN m.name
```",{'Stephen Chow'}
142,in [Serial],"Your query ""in [Serial]"" is incomplete and not clear. It does not specify what you are looking for in relation to ""Serial"". Please provide a more comprehensive query. For instance, ""Find the movie named 'Serial'"", ""Find actors in the movie 'Serial'"", or ""Find the director of the movie 'Serial'"".","{'Martin Mull', 'Tuesday Weld'}"
143,by [Harry + Max],"Your query is not clear enough. Please specify whether 'Harry + Max' are actors, directors, writers, or another entity in the database.","{'Bryce Johnson', 'Cole Williams'}"
144,Actors in [Household Saints],"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE m.name = 'Household Saints' RETURN a.name""","{'Lili Taylor', 'Tracey Ullman', ""Vincent D'Onofrio""}"
145,in [Jerusalem],This natural language query is not clear and does not provide enough information to generate a Cypher query. Please provide more context.,"{'Maria Bonnevie', 'Ulf Friberg', 'Pernilla August', 'Lena Endre'}"
146,who are the [The Adventures of Sherlock Holmes],"The provided natural language query is not specific enough to be translated into a Cypher query. Please provide more context or specify what you want to know about ""The Adventures of Sherlock Holmes"" (e.g., who directed it, who starred in it, what genre it is, etc.).","{'Nigel Bruce', 'Basil Rathbone'}"
147,who are the [Haunted],"Your query is incomplete. Please provide more details. Are you looking for the director, actor, writer of the movie ""Haunted"" or something else?","{'Kate Beckinsale', 'Anthony Andrews', 'Aidan Quinn', 'John Gielgud'}"
148,the movie [Fitzcarraldo] starred who,"```cypher
MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE m.name = 'Fitzcarraldo'
RETURN a.name
```",{'Klaus Kinski'}
149,the film [Joe + Belle] starred which actors,"```cypher
MATCH (m:Movie {name: ""Joe + Belle""})-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name
```",{'Veronica Kedar'}
150,the movie [Young Ones] starred who,"```cypher
MATCH (m:Movie {name: 'Young Ones'})-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name
```","{'Elle Fanning', 'Michael Shannon', 'Nicholas Hoult'}"
151,who acted in the [The January Man] film,"```
MATCH (m:Movie {name: ""The January Man""})-[:STARRED_ACTORS]->(a:Actor)
RETURN a.name
```","{'Kevin Kline', 'Harvey Keitel', 'Mary Elizabeth Mastrantonio'}"
152,the movie [Hercules] starred who,"""MATCH (m:Movie {name: 'Hercules'})-[:STARRED_ACTORS]->(a:Actor) RETURN a.name""","{'Ian McShane', 'John Hurt', 'Dwayne Johnson'}"
153,who are the players in the [Most Wanted],"""MATCH (m:Movie {name: 'Most Wanted'})-[:STARRED_ACTORS]->(a:Actor) RETURN a.name""",{'Keenen Ivory Wayans'}
154,in [Barcelona],"Your query ""in [Barcelona]"" is not specific enough to be translated into a Cypher query. Please provide more details such as what entity is being referred to by ""Barcelona"". For example, is it a Movie name, Director name, Writer name, or something else?","{'Mira Sorvino', 'Chris Eigeman', 'Taylor Nichols'}"
155,who are the [Gambit],"The query is incomplete as it does not specify what we are looking for in relation to the movie ""Gambit"". It could be the director, actors, writers, etc. Could you please provide more specific details?","{'Michael Caine', 'Herbert Lom', 'Shirley MacLaine'}"
156,acting in [Rogue Cop],"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE m.name = 'Rogue Cop' RETURN a.name""","{'Janet Leigh', 'Robert Taylor', 'George Raft'}"
157,by [Prowl],"It seems like your query ""by [Prowl]"" is incomplete. Please provide more details. Are you looking for movies directed by Prowl, or written by Prowl, or movies where Prowl is an actor? Please provide more information.",{'Ruta Gedmintas'}
158,by [Body Parts],"Your query ""by [Body Parts]"" is not clear enough to be converted into a Cypher query. Please provide more details like whether ""Body Parts"" is a movie name, actor name, director name, etc. and what specific information you're looking for.","{'Zakes Mokae', 'Kim Delaney', 'Jeff Fahey'}"
159,that is the star in [Police],"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE m.name = 'Police' RETURN a.name""","{'Wesley Ruggles', 'Edna Purviance'}"
160,the film [Jane Eyre] starred which actors,"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE m.name = 'Jane Eyre' RETURN a.name""",{'Mia Wasikowska'}
161,who are the [Piter FM],"The given natural language query ""who are the [Piter FM]"" is not clear. It doesn't specify what we want to find about ""Piter FM"". For example, we could be looking for its director, actors, writer, etc. Could you please provide more details? 

For instance, if you want to find the director of the movie ""Piter FM"", the Cypher query would be:

```cypher
MATCH (m:Movie {name: ""Piter FM""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name
```","{'Ekaterina Fedulova', 'Aleksey Barabash', 'Evgeniy Tsyganov'}"
162,who are the players in the [The Bothersome Man],"""MATCH (m:Movie {name: 'The Bothersome Man'})-[:STARRED_ACTORS]->(a:Actor) RETURN a.name""","{'Trond Fausa', 'Petronella Barker'}"
163,who are the [Against the Current],"The query provided ""who are the [Against the Current]"" is not clear enough. Please provide more details on what you are looking for. For example, are you looking for the director, writer, or actors of the movie ""Against the Current""? Or are you looking for other details?","{'Joseph Fiennes', 'Justin Kirk', 'Pell James'}"
164,who is the manager of [Casual Sex?],"The query is not clear as it asks for a ""manager"" and the database schema does not have a ""manager"" entity. The query might be referring to a 'Director', 'Writer', or another role. Please provide additional details.",{'Geneviève Robert'}
165,who is the manager of [The Girl in a Swing],"The natural language query doesn't quite match with the provided database schema. In the schema, there's no concept of a 'manager' related to a movie. There are directors, writers, and actors associated with a movie, but no managers. Therefore, it's impossible to return a Cypher code query for this specific question. Please provide the correct relationship to query.",{'Gordon Hessler'}
166,who is the manager of [Mid-August Lunch],"The given natural language query does not match the schema provided. The term ""manager"" is not defined in the schema, and no entity or relation corresponds to it. Thus, the query cannot be translated into Cypher. Please provide a valid query according to the given schema.",{'Gianni Di Gregorio'}
167,who is the manager of [The Adventures of Milo and Otis],"The provided natural language query is not valid according to the given database schema. There is no entity or relationship that can be identified as a ""manager"" in the provided schema. Please provide a valid query.",{'Masanori Hata'}
168,which person headed [Mrs. Miniver],"This query is a bit ambiguous because it doesn't specify what it means by ""headed"". But let's assume it means who directed the movie. In that case, the Cypher query would be:

```cypher
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) 
WHERE m.name = 'Mrs. Miniver' 
RETURN d.name
```",{'William Wyler'}
169,who is the manager of [Zozo],"The provided natural language query doesn't match the given database schema. The schema doesn't contain any entity or relation that indicates a ""manager"" for any other entity, specifically for the entity [Zozo], which is not a defined entity in the provided schema. Please provide a valid query that corresponds to the given schema.",{'Josef Fares'}
170,The director of [Accident on Hill Road] was who was in charge of the,"""MATCH (m:Movie {name: 'Accident on Hill Road'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Mahesh Nair'}
171,who is [3 Godfathers] &apos;s director,"```
MATCH (m:Movie {name: ""3 Godfathers""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name
```",{'John Ford'}
172,who is the manager of [Bird],The given natural language query is incorrect or incomplete as it doesn't match with the given database schema. There is no entity or relation called 'manager' in the provided schema. Please provide a valid query.,{'Clint Eastwood'}
173,[Fly Away Home] &apos;s director was,"""MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = 'Fly Away Home' RETURN d.name""",{'Carroll Ballard'}
174,who is the manager of [Cat Chaser],The given natural language query does not match the database schema provided. There is no entity or relationship that refers to a 'manager' in the given database schema. Please provide a valid query that matches the provided database schema.,{'Abel Ferrara'}
175,[The Merchant of Venice] &apos;s director was,"""MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = 'The Merchant of Venice' RETURN d.name""",{'Jack Gold'}
176,who is the manager of [Abominable],"The provided natural language query cannot be translated into a Cypher query due to the unavailability of the relevant information in the database schema. The database schema does not contain any entity or attribute named 'manager'. It would be helpful if the query was more specific, such as asking for the director, writer, or actors of the movie ""Abominable"".",{'Ryan Schifrin'}
177,who is the manager of [The Devil's Rejects],"The query is ambiguous because it is not clear which role (Director, Writer) is considered as a manager in the context of a movie. Please provide more context.",{'Rob Zombie'}
178,who were [Return to Horror High] headed by,"""MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = 'Return to Horror High' RETURN d.name""",{'Bill Froehlich'}
179,who is the manager of [Jud Süß],The query does not match the database schema. The schema does not contain information about a manager related to a movie. Please revise the query.,{'Veit Harlan'}
180,who is the manager of [Where the Buffalo Roam],"The query does not provide enough context. The term ""manager"" is not defined in the database schema. Please provide a query that matches with the given database schema.",{'Art Linson'}
181,which led to [Die Hard],"The natural language query ""which led to [Die Hard]"" is quite ambiguous and could refer to a number of different things, such as the director, actors, writers, etc. involved in the movie ""Die Hard"". Therefore, I can't provide a specific Cypher query for it. 

If you are looking for the director who directed the movie ""Die Hard"", the Cypher query would be:

```cypher
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Die Hard"" RETURN d.name
```

If you are looking for the actors who played in the movie ""Die Hard"", the Cypher query would be:

```cypher
MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE m.name = ""Die Hard"" RETURN a.name
```

Please provide a more specific query so that I can help you better.",{'John McTiernan'}
182,who led the film [Weekend at Bernie's],"```cypher
MATCH (m:Movie {name: 'Weekend at Bernie\'s'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name
```",{'Ted Kotcheff'}
183,who were [Newlyweds] headed by,"""MATCH (m:Movie {name: 'Newlyweds'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Edward Burns'}
184,The director of [Upstream] was who was in charge of the,"""MATCH (m:Movie {name:'Upstream'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'John Ford'}
185,who is the director of [Wolf Creek],"""MATCH (m:Movie {name: 'Wolf Creek'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Greg Mclean'}
186,who is the manager of [Calendar Girl],"The query does not match the given schema. The term ""manager"" is not defined in the schema, and the entity ""Calendar Girl"" does not exist. The query cannot be translated into Cypher.",{'John Whitesell'}
187,who is the manager of [The Brothers],"The query is invalid. The database schema does not contain information about a ""manager"" related to the ""Movie"" entity. Please provide a valid query.",{'Gary Hardwick'}
188,which headed [The Krays],"Your query is ambiguous. Please provide more context or specify whether you want to know the director, writer, actors, year, language, tags, genre, votes, or rating of the movie ""The Krays"".",{'Peter Medak'}
189,who is the manager of [The Page Turner],"The provided natural language query cannot be converted into a Cypher query as there is no information about a 'manager' in the given database schema. The entities in the database schema include 'Movie', 'Director', 'Writer', 'Actor', 'Year', 'Language', 'Tag', 'Genre', 'Votes', and 'Rating'. The possible relationships are 'DIRECTED_BY', 'WRITTEN_BY', 'STARRED_ACTORS', 'RELEASE_YEAR', 'IN_LANGUAGE', 'HAS_TAGS', 'HAS_GENRE', 'HAS_IMDB_VOTES', and 'HAS_IMDB_RATING'. None of these entities or relationships include information about a 'manager'. Please provide a valid query related to the provided database schema.",{'Denis Dercourt'}
190,who is the manager of [Grave Encounters 2],"The provided natural language query seems to be incorrect or insufficient. The term ""manager"" is not defined in the given database schema. Please provide a valid query related to the given entities and relationships.",{'John Poliquin'}
191,which is the Director of [To the Left of the Father],"""MATCH (m:Movie {name: 'To the Left of the Father'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Luiz Fernando Carvalho'}
192,who is the manager of [Bedtime Story],"The provided natural language query is not clear. In the context of the given database schema, there is no 'manager' attribute or relation available. Please provide a valid query such as 'who is the director of [Bedtime Story]' or 'who is the writer of [Bedtime Story]'.",{'Ralph Levy'}
193,which is the Director of [The Karate Kid],"```
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)
WHERE m.name = ""The Karate Kid""
RETURN d.name
```",{'John G. Avildsen'}
194,which was the director of [Norwegian Wood],"""MATCH (m:Movie {name: 'Norwegian Wood'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Tran Anh Hung'}
195,which is the director of [Traces of Red],"""MATCH (m:Movie {name: 'Traces of Red'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Andy Wolk'}
196,the film [Cherry] was led by whom,"""MATCH (m:Movie {name: 'Cherry'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Jeffrey Fine'}
197,The [The Adventures of Tintin] film was led by whom,"""MATCH (m:Movie {name: 'The Adventures of Tintin'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Steven Spielberg'}
198,who is the manager of [Laurel Canyon],"The given query does not match with the provided schema. There is no 'manager' entity or relationship in the schema. Therefore, a Cypher query cannot be generated based on the provided information. Please provide a valid query according to the given database schema.",{'Lisa Cholodenko'}
199,"who is the manager of [Late August, Early September]","The query is asking for the manager of a movie, but the database schema doesn't contain a 'Manager' entity or similar relation. Therefore, the query can't be answered with the given database schema.",{'Olivier Assayas'}
200,The film [Maniac] was led by whom,"""MATCH (m:Movie {name: 'Maniac'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'William Lustig'}
201,Which person headed [College],"The provided natural language query and the database schema do not match. The database schema is related to the movie industry and does not contain any information related to a ""College"" entity or a ""person"" entity that could be heading it. Please provide a relevant query.",{'Deb Hagan'}
202,which led to [The Monitor],"Given that the term ""led to"" is ambiguous in the context of this database schema, the query cannot be accurately translated into Cypher code. Please provide more specific information about the relationships or attributes you wish to explore in relation to ""The Monitor"".",{'Pål Sletaune'}
203,Which person headed [Lethal Weapon 4],"The query is not clear about which role the person had in the movie ""Lethal Weapon 4"". They could be a director, writer, or actor. Please provide more information.",{'Richard Donner'}
204,who is the manager of [Congo],"The query is not clear as the database schema does not contain a ""manager"" entity or relation. Please provide a more specific query.",{'Frank Marshall'}
205,who is the manager of [Model Shop],"The provided natural language query ""who is the manager of [Model Shop]"" is not clear. The term ""manager"" is not defined in the provided database schema. Please provide a query that corresponds with the available entities and relations in the database schema. For example, you can ask for the director, writer, or actors of a movie.",{'Jacques Demy'}
206,who is the manager of [Big Stan],"The query does not match the provided schema. The term ""manager"" is not defined in the schema. Please provide a matching query.",{'Rob Schneider'}
207,who is the director of the [Zodiac],"""MATCH (m:Movie {name: 'Zodiac'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'David Fincher'}
208,who is the manager of [The People That Time Forgot],"The provided natural language query is ambiguous as it asks for the ""manager"" of a movie which is not clearly defined in the provided database schema. It could potentially refer to the director, writer, or any other entity involved in the creation of the movie. Please provide more specific information.",{'Kevin Connor'}
209,who is the manager of [Mirror Mirror],"The provided natural language query does not match the given database schema. There is no ""Manager"" entity or relationship specified in the schema. The schema includes entities like 'Movie', 'Director', 'Writer', 'Actor', etc, and relationships like 'DIRECTED_BY', 'WRITTEN_BY', 'STARRED_ACTORS', etc. Please provide a query that fits the given schema.",{'Tarsem Singh'}
210,who was the manager of [One Week],"The query language Cypher does not have information about a 'manager' in the provided database schema. Please provide a valid role such as 'Director', 'Writer', or 'Actor'.",{'Michael McGowan'}
211,which is the director of [Just Pals],"""MATCH (m:Movie {name: 'Just Pals'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'John Ford'}
212,The director of [Life Is Beautiful] was who was in charge of the,"""MATCH (m:Movie {name: 'Life Is Beautiful'})-[:DIRECTED_BY]->(d:Director) RETURN d.name""",{'Roberto Benigni'}
213,where the director of [The Pixar Story] was,"""MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = 'The Pixar Story' RETURN d.name""",{'Leslie Iwerks'}
