,query,target_query,generated_query
2180,Director of [Anaconda],Luis Llosa,"MATCH (m:Movie {name: ""Anaconda""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2181,Who is the director of [Rancho Notorious],Fritz Lang,MATCH (m:Movie {name: 'Rancho Notorious'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2182,which has led to [The Missouri Breaks],Arthur Penn,MATCH (m:Movie {name: 'The Missouri Breaks'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2183,who is the Director of [Up the Yangtze],Yung Chang,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Up the Yangtze"" RETURN d.name"
2184,Who led the [Transsiberian] film,Brad Anderson,"MATCH (m:Movie {name: ""Transsiberian""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2185,who is the director who managed [A Little Help],Michael J. Weithorn,"MATCH (m:Movie {name: ""A Little Help""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2186,which were [The Wolf Man] led by,George Waggner,"MATCH (m:Movie {name: ""The Wolf Man""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2187,that led the film [Radio Flyer],Richard Donner,"MATCH (m:Movie {name: ""Radio Flyer""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2188,Who led the [Undercurrent] film,Vincente Minnelli,"MATCH (m:Movie {name: 'Undercurrent'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2189,which is the director who directed [Flesh Gordon],Howard Ziehm|Michael Benveniste,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Flesh Gordon"" RETURN d.name"
2190,"who is [I, Cesar] &apos;s director",Richard Berry,"MATCH (m:Movie {name: ""I, Cesar""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2191,who is registered as the director for [Special 26],Neeraj Pandey,"MATCH (m:Movie{name: ""Special 26""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2192,who is registered as Director of [The Young Philadelphians],Vincent Sherman,"MATCH (m:Movie {name: ""The Young Philadelphians""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2193,who directed the [The Princess Comes Across] film,William K. Howard,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""The Princess Comes Across"" RETURN d.name"
2194,who led the film [Crocodile],Tobe Hooper,"MATCH (m:Movie {name: ""Crocodile""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2195,which is registered as the Director of [Silent Trigger],Russell Mulcahy,"MATCH (m:Movie {name: ""Silent Trigger""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2196,as Director of [Sneakers],Phil Alden Robinson,"MATCH (m:Movie {name: ""Sneakers""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2197,which is the director who led [Slaves of New York],James Ivory,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Slaves of New York"" RETURN d.name"
2198,who directed the [Polite People] film,Olaf de Fleur Johannesson,"MATCH (m:Movie {name: 'Polite People'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2199,which is the director who directed [Female Vampire],Jesús Franco,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Female Vampire"" RETURN d.name"
2200,who was director of [The Good Shepherd],Robert De Niro,"MATCH (m:Movie {name: 'The Good Shepherd'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2201,the [The Greatest Show on Earth] film was led by whom,Cecil B. DeMille,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""The Greatest Show on Earth"" RETURN d.name"
2202,who was [The Cross] headed by,Matthew Crouch,MATCH (m:Movie {name: 'The Cross'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2203,[Taxi 4] Director,Gérard Krawczyk,"MATCH (m:Movie {name: ""Taxi 4""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2204,who served as the director of [Make Way for Tomorrow],Leo McCarey,"MATCH (m:Movie {name: ""Make Way for Tomorrow""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2205,which was [My Son John] led by,Leo McCarey,MATCH (m:Movie {name: 'My Son John'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2206,by which person headed [The Texas Chain Saw Massacre],Tobe Hooper,"MATCH (m:Movie {name: ""The Texas Chain Saw Massacre""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2207,which led [Kiss of the Dragon],Chris Nahon,"MATCH (m:Movie {name: ""Kiss of the Dragon""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2208,who is the director who headed [Kids World],Dale G. Bradley,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)
WHERE m.name = ""Kids World""
RETURN d.name"
2209,who directed the film [Pollock],Ed Harris,"MATCH (m:Movie {name:""Pollock""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2210,Director of [Mona Lisa],Neil Jordan,"MATCH (m:Movie {name: 'Mona Lisa'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2211,which led [The Great Buck Howard],Sean McGinly,"MATCH (m:Movie {name: 'The Great Buck Howard'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2212,who is the Director of [Matilda],Danny DeVito,"MATCH (m:Movie {name: 'Matilda'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2213,the [I Went Down] film was directed by whom,Paddy Breathnach,MATCH (m:Movie {name: 'I Went Down'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2214,who served as the director of [Comes a Horseman],Alan J. Pakula,"MATCH (m:Movie {name: 'Comes a Horseman'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2215,The director of [Human Touch] was who was in charge of the,Paul Cox,MATCH (m:Movie {name: 'Human Touch'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2216,The director of [The Burglars] was who was in charge,Henri Verneuil,"MATCH (m:Movie {name: ""The Burglars""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2217,who directed the [Feast of Love] film,Robert Benton,"MATCH (m:Movie {name: ""Feast of Love""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2218,that were [Fifty Pills] led by,Theo Avgerinos,"MATCH (m:Movie {name: 'Fifty Pills'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2219,who directed the [Arranged] film,Diane Crespo,"MATCH (m:Movie {name: ""Arranged""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2220,Who directed the film [The Passenger],Michelangelo Antonioni,"MATCH (m:Movie {name: 'The Passenger'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2221,that were [A Fine Pair] led by,Francesco Maselli,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""A Fine Pair"" RETURN d.name"
2222,Who directed the film [The Sundowners],Fred Zinnemann,MATCH (m:Movie {name: 'The Sundowners'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2223,The film [White Mischief] was directed by whom,Michael Radford,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""White Mischief"" RETURN d.name"
2224,Which person headed [Bhowani Junction],George Cukor,"MATCH (m:Movie {name: 'Bhowani Junction'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2225,Which person headed [Red Line 7000],Howard Hawks,"MATCH (m:Movie {name: ""Red Line 7000""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2226,Which person led [Absentia],Mike Flanagan,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Absentia"" RETURN d.name"
2227,Who directed the [Microphone] film,Ahmad Abdalla,"MATCH (m:Movie {name: 'Microphone'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2228,which is registered as the Director of [Martha],Rainer Werner Fassbinder,"MATCH (m:Movie {name: 'Martha'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2229,[The Girl from Jones Beach] film was led by whom,Peter Godfrey,"MATCH (m:Movie {name: ""The Girl from Jones Beach""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2230,who led the movie [Never Been Kissed],Raja Gosnell,"MATCH (m:Movie {name: ""Never Been Kissed""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2231,Director of [Dr. Phibes Rises Again] was,Robert Fuest,"MATCH (m:Movie {name: ""Dr. Phibes Rises Again""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2232,Who is the Director of [The Crucified Lovers],Kenji Mizoguchi,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""The Crucified Lovers"" RETURN d.name"
2233,as Director of [Z.P.G.],Michael Campus,"MATCH (m:Movie {name: ""Z.P.G.""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2234,The director of [Copper Mountain] was,David Mitchell,"MATCH (m:Movie {name: ""Copper Mountain""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2235,that led the film [Kinyarwanda],Alrick Brown,MATCH (m:Movie{name: 'Kinyarwanda'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2236,who directed the film [The Rose],Mark Rydell,"MATCH (m:Movie {name: ""The Rose""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2237,who is the Director of [Inescapable],Ruba Nadda,"MATCH (m:Movie {name: ""Inescapable""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2238,who is registered as director for [Pistol Whipped],Roel Reiné,"MATCH (m:Movie {name: ""Pistol Whipped""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2239,Who directed the film [Pearl Harbor],Michael Bay,"MATCH (m:Movie {name: ""Pearl Harbor""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2240,The director of [La Piscine] was in charge of,Jacques Deray,"MATCH (m:Movie {name: ""La Piscine""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2241,Director  [Time After Time],Nicholas Meyer,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Time After Time"" RETURN d.name"
2242,which is the director of [Fingers at the Window],Charles Lederer,"MATCH (m:Movie {name: ""Fingers at the Window""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2243,who led the film [Hunky Dory],Marc Evans,"MATCH (m:Movie {name: ""Hunky Dory""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2244,Which person has led [Chance Pe Dance],Ken Ghosh,"MATCH (m:Movie {name: ""Chance Pe Dance""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2245,The director of [Because of Winn-Dixie] was who was in charge,Wayne Wang,"MATCH (m:Movie {name: 'Because of Winn-Dixie'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2246,which is the Director of [All That Heaven Allows],Douglas Sirk,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""All That Heaven Allows"" RETURN d.name"
2247,[The Earth Is a Sinful Song] &apos;s director was,Rauni Mollberg,"MATCH (m:Movie {name: ""The Earth Is a Sinful Song""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2248,Who was the director of [The Machinist],Brad Anderson,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""The Machinist"" RETURN d.name"
2249,who is the director of the [Bushwhacked],Greg Beeman,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) 
WHERE m.name = ""Bushwhacked"" 
RETURN d.name"
2250,The director of [Texas Chainsaw 3D] was in charge of,John Luessenhop,MATCH (m:Movie {name: 'Texas Chainsaw 3D'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2251,the director of [Hope Floats] was,Forest Whitaker,MATCH (m:Movie {name: 'Hope Floats'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2252,who were [Flyboys] headed by,Tony Bill,MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = 'Flyboys' RETURN d.name
2253,which person has led [Nightmare Alley],Edmund Goulding,"MATCH (m:Movie {name: ""Nightmare Alley""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2254,who was the director of [Deck the Halls] ,John Whitesell,"MATCH (m:Movie {name: ""Deck the Halls""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2255,Who directed the [FM] film,John A. Alonzo,"MATCH (m:Movie {name: ""FM""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2256,who directed the film [Detroit Metal City],Toshio Lee,"MATCH (m:Movie {name: ""Detroit Metal City""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2257,who directed the film [Young at Heart],Gordon Douglas,"MATCH (m:Movie {name: ""Young at Heart""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2258,which led the film [The True Story of Jesse James],Nicholas Ray,MATCH (m:Movie {name: 'The True Story of Jesse James'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2259,The director of [Georgia Rule] was,Garry Marshall,"MATCH (m:Movie {name: ""Georgia Rule""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2260,which is the director who led [Call Me Kuchu],Katherine Fairfax Wright,"MATCH (m:Movie {name: ""Call Me Kuchu""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2261,who was [The Naked Face] headed by,Bryan Forbes,"MATCH (m:Movie {name: ""The Naked Face""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2262,which is registered as the Director of [24 Hour Party People],Michael Winterbottom,"MATCH (m:Movie {name: ""24 Hour Party People""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2263,Director of [Scenes of a Sexual Nature],Ed Blum,"MATCH (m:Movie {name: ""Scenes of a Sexual Nature""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2264,who is [Hallam Foe] &apos;s director,David Mackenzie,MATCH (m:Movie {name: 'Hallam Foe'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2265,Director of [Plastic Bag] was who was in charge ,Ramin Bahrani,"MATCH (m:Movie {name: ""Plastic Bag""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2266,Who is the Director of [Reasonable Doubt],Peter Howitt,"MATCH (m:Movie {name:""Reasonable Doubt""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2267,who led the film [Touching the Void],Kevin Macdonald,"MATCH (m:Movie {name: ""Touching the Void""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2268,The Director of [A Million to Juan] was,Paul Rodriguez,"MATCH (m:Movie {name: 'A Million to Juan'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2269,who directed the [Zatoichi and the Chess Expert] film,Kenji Misumi,"MATCH (m:Movie {name: ""Zatoichi and the Chess Expert""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2270,[Young Adult] Director,Jason Reitman,"MATCH (m:Movie {name: ""Young Adult""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2271,Who led the film [As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty],Jonas Mekas,"MATCH (m:Movie {name: ""As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2272,Who led the film [Paper Moon],Peter Bogdanovich,MATCH (m:Movie {name: 'Paper Moon'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2273,where the director of [Blind Horizon] was,Michael Haussman,"MATCH (m:Movie {name: ""Blind Horizon""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2274,that was the director of [The Idiots],Lars von Trier,"MATCH (m:Movie {name: ""The Idiots""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2275,who is the director who has run [Instructions Not Included],Eugenio Derbez,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Instructions Not Included"" RETURN d.name"
2276,Director of [Straight Talk],Barnet Kellman,"MATCH (m:Movie {name: ""Straight Talk""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2277,Who directed the film [Watermelon Man],Melvin Van Peebles,"MATCH (m:Movie {name: ""Watermelon Man""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2278,who directed the film [The Assassination of Jesse James by the Coward Robert Ford],Andrew Dominik,"MATCH (m:Movie {name: ""The Assassination of Jesse James by the Coward Robert Ford""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2279,that is the director who led [Santa Fe],Irving Pichel,MATCH (m:Movie {name: 'Santa Fe'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2280,Who is the Director of [The Life and Death of Peter Sellers],Stephen Hopkins,"MATCH (m:Movie {name: ""The Life and Death of Peter Sellers""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2281,who was the director of [The New Girlfriend],François Ozon,"MATCH (m:Movie {name: ""The New Girlfriend""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2282,who is the director who managed [Delirious],Tom DiCillo,"MATCH (m:Movie {name: ""Delirious""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2283,that is the director who directed [The Game Plan],Andy Fickman,MATCH (m:Movie {name: 'The Game Plan'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2284,who was [Godzilla 2000] &apos;s director,Takao Okawara,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Godzilla 2000"" RETURN d.name"
2285,The director of [Ray] was who was in charge,Taylor Hackford,"MATCH (m:Movie {name: 'Ray'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2286,the director of [Live Nude Girls] was,Julianna Lavin,"MATCH (m:Movie {name: ""Live Nude Girls""})-[:DIRECTED_BY]->(d:Director) 
RETURN d.name"
2287,who led the movie [The Company],Robert Altman,"MATCH (m:Movie {name: ""The Company""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2288,The director of [London River] was in charge of,Rachid Bouchareb,"MATCH (m:Movie {name: ""London River""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2289,who is the director who led [Two Little Boys],Robert Sarkies,"MATCH (m:Movie {name: ""Two Little Boys""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2290,as Director of [Free Samples],Jay Gammill,"MATCH (m:Movie {name: ""Free Samples""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2291,the [Kinky Boots] film was led by whom,Julian Jarrold,"MATCH (m:Movie {name: ""Kinky Boots""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2292,which is the Director of [Fata Morgana],Werner Herzog,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Fata Morgana"" RETURN d.name"
2293,Which person headed [While the City Sleeps],Fritz Lang,"MATCH (m:Movie {name:""While the City Sleeps""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2294,which was [Young Adam] led by the,David Mackenzie,"MATCH (m:Movie {name: ""Young Adam""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2295,who is registered as the director for [The Great Flamarion],Anthony Mann,"MATCH (m:Movie {name: 'The Great Flamarion'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2296,who led the film [Watching the Detectives],Paul Soter,MATCH (m:Movie {name: 'Watching the Detectives'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2297,who is registered as Director of [Fresh],Boaz Yakin,"MATCH (m:Movie {name: ""Fresh""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2298,who served as the director of [This Man Must Die],Claude Chabrol,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""This Man Must Die"" RETURN d.name"
2299,The director of [A Hole in the Head] was who was in charge,Frank Capra,"MATCH (m:Movie {name: 'A Hole in the Head'})-[:DIRECTED_BY]->(d:Director) 
RETURN d.name"
2300,Who directed the [Step Up] film,Anne Fletcher,MATCH (m:Movie {name: 'Step Up'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2301,who was the director of [Two Night Stand] ,Max Nichols,"MATCH (m:Movie {name: ""Two Night Stand""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2302,who is the director of [Zeisters],John Golden,"MATCH (m:Movie {name: ""Zeisters""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2303,who is the Director of [Never on Sunday],Jules Dassin,"MATCH (m:Movie{name:'Never on Sunday'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2304,which is the director of [Bright Young Things],Stephen Fry,"MATCH (m:Movie {name: ""Bright Young Things""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2305,Who directed the film [Love Letter],Shunji Iwai,"MATCH (m:Movie {name: 'Love Letter'})-[:DIRECTED_BY]->(d:Director) 
RETURN d.name"
2306,The film [Baarìa] was directed by whom,Giuseppe Tornatore,"MATCH (m:Movie {name: ""Baarìa""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2307,[White Frog] Director,Quentin Lee,"MATCH (m:Movie {name: ""White Frog""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2308,who is the Director of [Dog Day],Yves Boisset,"MATCH (m:Movie {name: 'Dog Day'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2309,The [Indiana Jones and the Kingdom of the Crystal Skull] film was headed by whom,Steven Spielberg,"MATCH (m:Movie {name: ""Indiana Jones and the Kingdom of the Crystal Skull""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2310,who is the director of [Inside Daisy Clover],Robert Mulligan,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)
WHERE m.name = 'Inside Daisy Clover'
RETURN d.name"
2311,Which person led [Air Force One],Wolfgang Petersen,"MATCH (m:Movie {name: 'Air Force One'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2312,Who directed the [Presto] film,Doug Sweetland,MATCH (m:Movie {name: 'Presto'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2313,Which person headed [Slim Susie],Ulf Malmros,"MATCH (m:Movie {name: 'Slim Susie'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2314,which is the Director of [Destination Moon],Irving Pichel,"MATCH (m:Movie {name: ""Destination Moon""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2315,which is registered as the Director of [Shadowzone],J.S. Cardone,"MATCH (m:Movie {name: ""Shadowzone""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2316,which is registered as the Director of [Double Dynamite],Irving Cummings,"MATCH (m:Movie {name: ""Double Dynamite""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2317,Director of [The Unfaithful],Vincent Sherman,"MATCH (m:Movie {name: ""The Unfaithful""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2318,Director of [The Caller],Matthew Parkhill,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""The Caller"" RETURN d.name"
2319,[The Shrink Is In] &apos;s director was,Richard Benjamin,"MATCH (m:Movie {name: ""The Shrink Is In""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2320,which is the director who led [Arthur Newman],Dante Ariola,"MATCH (m:Movie {name: 'Arthur Newman'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2321,which was [Steam] headed by,Kyle Schickner,"MATCH (m:Movie {name: ""Steam""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2322,who is registered as Director of [Trainspotting],Danny Boyle,"MATCH (m:Movie {name: ""Trainspotting""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2323,which has led [The Ugly Dachshund],Norman Tokar,MATCH (m:Movie {name: 'The Ugly Dachshund'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2324,The director of [12] was in charge of,Nikita Mikhalkov,MATCH (m:Movie {name: '12'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2325,who led the film [The Immortal Story],Orson Welles,"MATCH (m:Movie {name: ""The Immortal Story""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2326,which is the Director of [Noel],Chazz Palminteri,MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = 'Noel' RETURN d.name
2327,who is the director who led [Cannibal Holocaust],Ruggero Deodato,"MATCH (m:Movie {name: ""Cannibal Holocaust""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2328,the director of [Crave] was,Charles de Lauzirika,MATCH (m:Movie {name: 'Crave'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
2329,"which has led to [Hard, Fast and Beautiful]",Ida Lupino,"MATCH (m:Movie {name: ""Hard, Fast and Beautiful""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2330,Which person has led [Four Days in September],Bruno Barreto,"MATCH (m:Movie {name: ""Four Days in September""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2331,who is the director who has run [House of Women],Crane Wilbur|Walter Doniger,"MATCH (m:Movie {name: ""House of Women""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2332,where the director of [The Incredible Hulk] was,Louis Leterrier,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""The Incredible Hulk"" RETURN d.name"
2333,who was director of [In Hell],Ringo Lam,"MATCH (m:Movie {name: ""In Hell""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2334,which was [Deadbolt] headed by,Douglas Jackson,"MATCH (m:Movie {name: ""Deadbolt""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2335,who is the director of [The Inkwell],Matty Rich,"MATCH (m:Movie {name: ""The Inkwell""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2336,The director of [Clubbed] was,Neil Thompson,"MATCH (m:Movie {name: 'Clubbed'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2337,who were [The End of the Tour] headed by,James Ponsoldt,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""The End of the Tour"" RETURN d.name"
2338,Director of [Jules and Jim],François Truffaut,"MATCH (m:Movie {name: ""Jules and Jim""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2339,which led the film [Here on Earth],Mark Piznarski,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Here on Earth"" RETURN d.name"
2340,which is the director of [The Ipcress File],Sidney J. Furie,"MATCH (m:Movie {name: ""The Ipcress File""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2341,Who is the director of [Scorchers],David Beaird,"MATCH (m:Movie {name: ""Scorchers""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2342,the [Interior. Leather Bar.] film was directed by whom,James Franco|Travis Mathews,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)
WHERE m.name = 'Interior. Leather Bar.'
RETURN d.name"
2343,Who was the director of [Bride of the Wind],Bruce Beresford,"MATCH (m:Movie {name: 'Bride of the Wind'})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2344,the film [A Touch of Spice] was led by whom,Tassos Boulmetis,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""A Touch of Spice"" RETURN d.name"
2345,The Director of [Idol of the Crowds] was,Arthur Lubin,"MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director) WHERE m.name = ""Idol of the Crowds"" RETURN d.name"
2346,Director of [Loosies],Michael Corrente,"MATCH (m:Movie {name: ""Loosies""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2347,by which person headed [Arch of Triumph],Lewis Milestone,"MATCH (m:Movie {name: ""Arch of Triumph""})-[:DIRECTED_BY]->(d:Director)
RETURN d.name"
2348,[Salt] Director,Phillip Noyce,"MATCH (m:Movie {name: ""Salt""})-[:DIRECTED_BY]->(d:Director) RETURN d.name"
2349,who is registered as the director for [Sambizanga],Sarah Maldoror,MATCH (m:Movie {name: 'Sambizanga'})-[:DIRECTED_BY]->(d:Director) RETURN d.name
