,query,target_query,generated_query
504,What the movies made [Marcello Pagliero] star in,"Rome, Open City","MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:""Marcello Pagliero""}) RETURN m.name"
505,[Yasuko Matsuyuki] appears in which films,Vexille,"MATCH (a:Actor {name:""Yasuko Matsuyuki""})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"
506,ce qui fait [George Hardy] star dans,Troll 2,"""MATCH (a:Actor {name: 'George Hardy'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"""
507,Which movies did [Ariadna Gil] star in,Second Skin|Libertarias,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'Ariadna Gil' RETURN m.name
508,What films have [Loretta Young] a actor in,The Stranger|The Bishop's Wife|Platinum Blonde|The Farmer's Daughter|Heroes for Sale|Along Came Jones|The Call of the Wild|Cause for Alarm!|Man's Castle|Born to Be Bad|Midnight Mary|Taxi!|Employees' Entrance|Come to the Stable|The Crusades|A Night to Remember|The Story of Alexander Graham Bell|Suez|Eternally Yours|Love Is News|Zoo in Budapest|The Devil to Pay!|She Had to Say Yes|Second Honeymoon|The Squall,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = 'Loretta Young'
RETURN m.name"
509,The films have made [Levon Helm] take action in the,Coal Miner's Daughter,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name: 'Levon Helm'}) RETURN m.name
510,[E.G. Marshall] appears in which films,The Chase,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name: ""E.G. Marshall""}) RETURN m.name"
511,What films do [Robert Ivers] appear in,G.I. Blues,"MATCH (a:Actor {name: ""Robert Ivers""})<-[:STARRED_ACTORS]-(m:Movie)
RETURN m.name"
512,What films have made [Tony Danza] star in,Don Jon|Angels in the Outfield|She's Out of Control|Going Ape!,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Tony Danza'}) RETURN m.name
513,Which films have made [Don DeFore] star in,It Happened on Fifth Avenue|Romance on the High Seas,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = 'Don DeFore'
RETURN m.name"
514,films have made [Andrew Howard] act in,I Spit on Your Grave,"""MATCH (a:Actor {name: 'Andrew Howard'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"""
515,what the movies do [Richard Dutcher] appear in,Brigham City,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Richard Dutcher'}) RETURN m.name
516,what movies have made [Jeroen Krabbé] star in,Immortal Beloved|The Punisher|Soldier of Orange|Farinelli|The Discovery of Heaven|Left Luggage,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Jeroen Krabbé'}) RETURN m.name
517,What causes [Rosa Sánchez] to act in,Bolivia,"Your query is not clear. If you want to know the movies in which Rosa Sánchez acted, the correct Cypher query would be:

```
MATCH (a:Actor {name: ""Rosa Sánchez""})-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
```"
518,What the films have [Melvyn Douglas] an actor in,Being There|The Tenant|Hud|Ninotchka|Ghost Story|The Old Dark House|The Americanization of Emily|That Uncertain Feeling|A Woman's Face|I Never Sang for My Father|Theodora Goes Wild|The Vampire Bat|The Sea of Grass|Angel|Annie Oakley|A Woman's Secret|Too Many Husbands|Hotel|The Great Sinner|Advance to the Rear|There's Always a Woman|I Met Him in Paris,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'Melvyn Douglas' RETURN m.name
519,What the films have [Nanette Newman] an actor in,The Stepford Wives,"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'Nanette Newman' RETURN m.name"""
520,Which movies have made [Clara Choveaux] star in,Tiresia,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Clara Choveaux""}) RETURN m.name"
521,What the films made [Rod La Rocque] star in,Our Modern Maidens,"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'Rod La Rocque' RETURN m.name"""
522,What makes [Peter Forbes] appear in,The First Men in the Moon,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Peter Forbes""}) RETURN m.name"
523,The films have [Felicity Huffman] to act in,Transamerica|Georgia Rule,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Felicity Huffman""}) RETURN m.name"
524,What films have [Bill Nunn] a actor in,Firehouse Dog,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:""Bill Nunn""}) RETURN m.name"
525,What does [Ian Holm] appear in,Ratatouille|Brazil|Naked Lunch|Kafka|Night Falls on Manhattan|The Emperor's New Clothes|Wisconsin Death Trip|Dreamchild|Esther Kahn,"MATCH (a:Actor {name: ""Ian Holm""})<-[:STARRED_ACTORS]-(m:Movie)
RETURN m.name"
526,The films have done [Christian Barbier] to act in,Trans-Europ-Express,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:'Christian Barbier'}) RETURN m.name
527,What the films [Eugene Domingo] an actor in ,The Woman in the Septic Tank,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Eugene Domingo""}) RETURN m.name"
528,What the films have made [Colin Hanks] star in,Orange County|Untraceable|The Great Buck Howard|Lucky,MATCH (a:Actor {name: 'Colin Hanks'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
529,what does [Adam Beach] appear in,Ice Soldiers,MATCH (a:Actor {name: 'Adam Beach'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
530,What makes [Stathis Giallelis] appear in,Blue,MATCH (a:Actor {name: 'Stathis Giallelis'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
531,What movies have made [Isidora Simijonovic] star in,Clip,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Isidora Simijonovic""}) RETURN m.name"
532,Which movies did [Rachel True] star in,The Craft|Nowhere,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Rachel True""}) RETURN m.name"
533,What films have made [Bess Armstrong] star in,Jaws 3-D|High Road to China|Jekyll and Hyde... Together Again,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = 'Bess Armstrong'
RETURN m.name"
534,What the films make [Minka Kelly] appear in,The Roommate,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:""Minka Kelly""}) RETURN m.name"
535,films have [Robin Wright] to act in,"Beowulf|Message in a Bottle|Toys|The Conspirator|Breaking and Entering|State of Grace|The Crossing Guard|The Singing Detective|She's So Lovely|Moll Flanders|Sorry, Haters|The Playboys",MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Robin Wright'}) RETURN m.name
536,What the films did [Alan Marshal] act in,Conquest|The Howards of Virginia,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = 'Alan Marshal'
RETURN m.name"
537,What films [Patrick Elyas] an actor in,The Young Black Stallion,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = 'Patrick Elyas'
RETURN m.name"
538,What made [James Millican] star in,I Was a Communist for the FBI,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:""James Millican""}) RETURN m.name"
539,What makes [Claude Lelouch] to act in,Happy New Year,"There seems to be some confusion in the query. The entity ""Claude Lelouch"" could either be an Actor or Director but there's no direct relationship from Actor or Director to Movie in the schema provided. Therefore, it's impossible to construct a Cypher query based on the provided schema and the query. Please provide more details or correct the relationships in the schema."
540,That makes [Mary Kay Place] star in,Captain Ron|Eye of God,"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Mary Kay Place'}) RETURN m.name"""
541,Ce qui fait [Candace Cameron Bure] star dans,She Cried No,"""MATCH (a:Actor {name: 'Candace Cameron Bure'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"""
542,What the films have [Dev Patel] an actor in ,The Last Airbender|Chappie|About Cherry,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:""Dev Patel""}) RETURN m.name"
543,What the movies did [Swoosie Kurtz] act in,Dangerous Liaisons|Wildcats|A Shock to the System|The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,MATCH (a:Actor {name: 'Swoosie Kurtz'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
544,Which films have made [Ayu Kitaura] star in,Nobody Knows,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Ayu Kitaura'}) RETURN m.name
545,What the movies made [Vincent Price] star in,Laura|Vincent|House on Haunted Hill|The Last Man on Earth|House of Wax|The Abominable Dr. Phibes|The Masque of the Red Death|House of Usher|The Raven|Leave Her to Heaven|Theatre of Blood|Witchfinder General|The Tingler|Tales of Terror|Dr. Phibes Rises Again|The Haunted Palace|The Tomb of Ligeia|The Comedy of Terrors|The Whales of August|His Kind of Woman|The Bat|Dragonwyck|Madhouse|The Invisible Man Returns|The Monster Club|The Oblong Box|Twice-Told Tales|The Keys of the Kingdom|Dr. Goldfoot and the Bikini Machine|The Baron of Arizona|Diary of a Madman|Cry of the Banshee|The Bribe|The Long Night|Bloodbath at the House of Death|The Mad Magician|Champagne for Caesar|Dr. Goldfoot and the Girl Bombs|The House of the Seven Gables,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'Vincent Price' RETURN m.name
546,What the movies have made [George Wendt] star in,House|Guilty by Suspicion,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'George Wendt'})
RETURN m.name"
547,What the films have made [Suroosh Alvi] star in,Heavy Metal in Baghdad,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:'Suroosh Alvi'}) RETURN m.name
548,What causes [Annie Shizuka Inoh] to act in,"Good Men, Good Women","MATCH (a:Actor {name: 'Annie Shizuka Inoh'})<-[:STARRED_ACTORS]-(m:Movie)
RETURN m.name"
549,What the movies do [John Kahrs] appear in,Paperman,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'John Kahrs' RETURN m.name
550,What the movies do [Marthe Villalonga] appears in,My Favorite Season,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = 'Marthe Villalonga'
RETURN m.name"
551,Who makes [Ciarán Hinds] star in,The Debt|Persuasion|Oscar and Lucinda|The Eclipse|Titanic Town,"MATCH (a:Actor {name: 'Ciarán Hinds'})<-[:STARRED_ACTORS]-(m:Movie)<-[:DIRECTED_BY]-(d:Director)
RETURN d.name"
552,This is what makes [Y.K. Kim] star in,Miami Connection,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = ""Y.K. Kim""
RETURN m.name"
553,What the films have done [Azura Skye] to act in,Sexual Life,MATCH (a:Actor {name: 'Azura Skye'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
554,what causes [Rory Cochrane] to appear in,Empire Records|Sunset Strip|The Low Life,MATCH (a:Actor {name: 'Rory Cochrane'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
555,what does [Wally Cox] appear in,The Barefoot Executive,MATCH (a:Actor {name: 'Wally Cox'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
556,What is [Amanda Wyss] action in,A Nightmare on Elm Street|Powwow Highway,"MATCH (a:Actor {name: ""Amanda Wyss""})-[:STARRED_ACTORS]-(m:Movie)-[:HAS_GENRE]->(g:Genre {name: ""action""}) RETURN m.name"
557,what does [Sultan Islamov] appear in,House of Fools,MATCH (a:Actor {name: 'Sultan Islamov'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
558,What films have made [Fahadh Faasil] star in,Amen,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Fahadh Faasil""}) RETURN m.name"
559,What does [Branko Tomovic] appear in,Entity,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name: ""Branko Tomovic""})
RETURN m.name"
560,The films have done [Ving Rhames] to act in,Dawn of the Dead|Piranha 3D|Bringing Out the Dead|Striptease|Death Race 2|Undisputed|Echelon Conspiracy|Rosewood|Soldiers of Fortune|Zombie Apocalypse|The River Murders|Body Count|Shooting Gallery|Patty Hearst|Saving God,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Ving Rhames'}) RETURN m.name
561,What films have made [Shoshana Bush] star in,Dance Flick,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Shoshana Bush'}) RETURN m.name
562,What movies have made [Gale Sondergaard] star in,The Mark of Zorro,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Gale Sondergaard'})
RETURN m.name"
563,What the films [Meaghan Martin] an actor in ,Geography Club,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Meaghan Martin""}) RETURN m.name"
564,[Manuel Manquiña] appears in which films,Airbag,"MATCH (a:Actor {name:""Manuel Manquiña""})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"
565,Which makes [Ricky Gervais] star in,The Invention of Lying|Muppets Most Wanted|Cemetery Junction,"MATCH (a:Actor {name: ""Ricky Gervais""})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"
566,what causes [Bret Roberts] appear in,The Violent Kind,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Bret Roberts""}) RETURN m.name"
567,What the movies did make [J. Carrol Naish] star in,Sahara|Rage at Dawn|The Toast of New Orleans,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'J. Carrol Naish'})
RETURN m.name"
568,What movies have made [Paul Brannigan] star in,The Angels' Share,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Paul Brannigan'}) RETURN m.name
569,Which movies have [Jean Marsh] star in,Willow|Return to Oz,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'Jean Marsh' RETURN m.name
570,What movies have made [Alan Cumming] star in,Son of the Mask|Romy and Michele's High School Reunion|Emma|The Anniversary Party|Black Beauty|Boogie Woogie,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Alan Cumming'}) RETURN m.name
571,What made [Aneta Corsaut] star in,The Blob,"MATCH (a:Actor {name: ""Aneta Corsaut""})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"
572,the films have [Frank Overton] to act in,Desire Under the Elms,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'Frank Overton' RETURN m.name
573,What the films have made [Nan Martin] to act in,For Love of Ivy,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:""Nan Martin""})
RETURN m.name"
574,What movies have made [Rumi Hiiragi] star in,Spirited Away,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Rumi Hiiragi""}) RETURN m.name"
575,What the films have made [Ella Reid] to act in,Caged Heat,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = 'Ella Reid'
RETURN m.name"
576,what causes [Tyrese Gibson] to appear in,Transformers|2 Fast 2 Furious|Four Brothers|Legion|Baby Boy|Waist Deep|The Take|Black Nativity,MATCH (a:Actor {name: 'Tyrese Gibson'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
577,What the films made [Alex Karzis] star in,Detention,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = ""Alex Karzis"" RETURN m.name"
578,the films have made [Joanna Pacula] take action in the,The Kiss,"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Joanna Pacula'}) RETURN m.name"""
579,What films have [Cung Le] a actor in,Dragon Eyes,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = 'Cung Le'
RETURN m.name"
580,What films have [Thommy Berggren] a actor in,Giliap,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Thommy Berggren""}) RETURN m.name"
581,This is what makes [Robert Williams] star in,Platinum Blonde,"MATCH (a:Actor {name: ""Robert Williams""})<-[:STARRED_ACTORS]-(m:Movie)
RETURN m.name"
582,What makes [Kathleen Ryan] to do,The Sound of Fury,"The natural language query provided is unclear and does not specify what information is required about Kathleen Ryan. Possible queries could include finding out what movies Kathleen Ryan has directed, written, or acted in. However, without this information, a specific Cypher query cannot be provided. Please provide a more specific query."
583,[Zell Miller] appears in what films,Fahrenhype 9/11,"MATCH (a:Actor {name: ""Zell Miller""})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"
584,What the films made [Heather Ann Davis] star in,Breaking Wind,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Heather Ann Davis'})
RETURN m.name"
585,What the films do [Omari Hardwick] appear in,Middle of Nowhere,"MATCH (a:Actor {name: 'Omari Hardwick'})<-[:STARRED_ACTORS]-(m:Movie)
RETURN m.name"
586,What films have made [Rizwan Manji] star in,The Citizen,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Rizwan Manji""}) RETURN m.name"
587,ce qui fait [Marcus Patrick] star dans,Violet Tendencies,"""MATCH (a:Actor {name:'Marcus Patrick'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"""
588,What makes [Cole Sprouse] appear in,Just for Kicks,"MATCH (a:Actor {name: ""Cole Sprouse""})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"
589,What films have [Robert Cummings] a actor in,"Dial M for Murder|Saboteur|Kings Row|Sleep, My Love|It Started with Eve|Princess O'Rourke",MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name:'Robert Cummings'}) RETURN m.name
590,[Ann Sheridan] is shown in which movies,Angels with Dirty Faces|I Was a Male War Bride|They Drive by Night|The Man Who Came to Dinner|Dodge City|Kings Row|Black Legion|City for Conquest|Edge of Darkness|San Quentin|George Washington Slept Here|The Opposite Sex|Torrid Zone|The Unfaithful|Castle on the Hudson,"MATCH (a:Actor {name: 'Ann Sheridan'})<-[:STARRED_ACTORS]-(m:Movie)
RETURN m.name"
591,What makes [Julie Harris] stars in,East of Eden|The Haunting,MATCH (a:Actor {name: 'Julie Harris'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
592,What the films have [Gemma Arterton] a actor in,Runner Runner|Byzantium|The Disappearance of Alice Creed|Tamara Drewe|The Voices,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'Gemma Arterton' RETURN m.name
593,what causes [Richard Briers] appear in,Watership Down,"MATCH (a:Actor {name: ""Richard Briers""})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"
594,What does [Victor Mature] act in,My Darling Clementine|The Robe|Kiss of Death|Samson and Delilah|I Wake Up Screaming|Demetrius and the Gladiators|The Shanghai Gesture|Violent Saturday|The Last Frontier|Million Dollar Mermaid|One Million B.C.|Betrayed|The Las Vegas Story|The Big Circus,MATCH (a:Actor {name: 'Victor Mature'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
595,What the movies do [Dan Futterman] appears in,A Mighty Heart,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = 'Dan Futterman'
RETURN m.name"
596,What the movies did [Peter Kastner] star in,You're a Big Boy Now,"MATCH (a:Actor {name: 'Peter Kastner'})<-[:STARRED_ACTORS]-(m:Movie)
RETURN m.name"
597,what the movies do [Patricia Roc] appear in,Madonna of the Seven Moons,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor) WHERE a.name = 'Patricia Roc' RETURN m.name
598,What makes [William Hickey] action in,The Nightmare Before Christmas,MATCH (a:Actor {name: 'William Hickey'})-[:STARRED_ACTORS]-(m:Movie)-[:HAS_GENRE]->(g:Genre {name: 'Action'}) RETURN m.name
599,what does [Esther Furst] appear in,Ring of Terror,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Esther Furst'}) RETURN m.name
600,That makes [Odette Annable] star in,And Soon the Darkness,"""MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Odette Annable'}) RETURN m.name"""
601,Which movies made [Carrie Snodgress] star in,The Fury|Blue Sky|Murphy's Law|Diary of a Mad Housewife,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name: ""Carrie Snodgress""}) RETURN m.name"
602,What the films have done [Casper Van Dien] to do in,The Omega Code|Python|Shark Attack|Tarzan and the Lost City|Aces 'N' Eights,MATCH (a:Actor {name: 'Casper Van Dien'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
603,What the movies do [Suzanne Fields] appear in,Flesh Gordon,MATCH (a:Actor {name: 'Suzanne Fields'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
604,What the movies have done [Kevin Zegers] star in,Frozen|It's a Boy Girl Thing,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Kevin Zegers""}) RETURN m.name"
605,What the films did [Pascale Ogier] take action in,Full Moon in Paris,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Pascale Ogier'}) RETURN m.name
606,What films do [John Cromwell] appear in,Memorial Day,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'John Cromwell'})
RETURN m.name"
607,Which films have made [Sharon Tate] star in,Valley of the Dolls|The Wrecking Crew,"```
MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Sharon Tate""}) 
RETURN m.name
```"
608,What the movies did have made [Amy Matysio] star in,WolfCop,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Amy Matysio""}) RETURN m.name"
609,the films have made [Michael Latimer] act in,Prehistoric Women,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Michael Latimer'}) RETURN m.name
610,What the films made [Satoshi Tsumabuki] star in,Waterboys,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Satoshi Tsumabuki'}) RETURN m.name
611,[Cynda Williams] appears in which movies,One False Move|Caught Up,"MATCH (a:Actor {name: ""Cynda Williams""})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"
612,What films make [Adrienne Ames] appear in,The Death Kiss,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Adrienne Ames'}) RETURN m.name
613,What makes [Alec Baldwin] appear in,Beetlejuice|The Hunt for Red October|Rise of the Guardians|Fun with Dick and Jane|It's Complicated|Elizabethtown|The Edge|Mercury Rising|My Best Friend's Girl|The Shadow|Malice|The Getaway|The Juror|Lymelife|She's Having a Baby|Ghosts of Mississippi|Prelude to a Kiss|Miami Blues|Heaven's Prisoners|The Marrying Man|The Last Shot|Path to War|The Confession|A Streetcar Named Desire,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Alec Baldwin'}) RETURN m.name
614,What the movies do [Nick Cheung] appear in,Exiled|Breaking News,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = 'Nick Cheung'
RETURN m.name"
615,what causes [Dexter Fletcher] to appear in,Below|The Rachel Papers,"There seem to be some misunderstanding in the query as ""what causes [Dexter Fletcher] to appear in"" is not a clear requirement. If you want to find the movies that Dexter Fletcher directed, the Cypher query would be:

```cypher
MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'Dexter Fletcher'}) RETURN m.name
```

If you are interested in movies where Dexter Fletcher was an actor, the Cypher query would be:

```cypher
MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Dexter Fletcher'}) RETURN m.name
```

Please provide more specific information so I can assist you better."
616,what movies have made [Jun Tazaki] star in,Destroy All Monsters,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Jun Tazaki'}) RETURN m.name
617,What the films have [Daisy Betts] an actor in,Caught Inside,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Daisy Betts'})
RETURN m.name"
618,what causes [Eric Lange] appear in,AM1200,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Eric Lange'}) RETURN m.name
619,the films have [Tia Texada] to act in,Spartan,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor)
WHERE a.name = ""Tia Texada""
RETURN m.name"
620,What the films make [Hanna Mangan Lawrence] appear in,The Reckoning,"MATCH (a:Actor {name: ""Hanna Mangan Lawrence""})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"
621,What makes [Elizabeth Allan] action,Camille|A Tale of Two Cities|Mark of the Vampire,"MATCH (a:Actor {name: ""Elizabeth Allan""})-[:STARRED_ACTORS]-(m:Movie)-[:HAS_GENRE]->(g:Genre {name: ""Action""}) RETURN m.name"
622,What the movies have made [Bella Darvi] star in,Hell and High Water,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:""Bella Darvi""}) RETURN m.name"
623,what movies have made [Yukiko Kobayashi] star in,Destroy All Monsters,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Yukiko Kobayashi'}) RETURN m.name
624,What makes [Elisabeth Shue] to do,The Karate Kid|Hollow Man|Leaving Las Vegas|Piranha 3D|Cocktail|House at the End of the Street|The Saint|Adventures in Babysitting|Palmetto|The Trigger Effect|Molly|Link|Janie Jones|Waking Madison,"The provided natural language query ""What makes [Elisabeth Shue] to do"" is not clear. It doesn't specify what kind of information is being sought about Elisabeth Shue. For instance, it could be asking for the movies in which Elisabeth Shue acted, or the movies she directed or wrote. 

Assuming that we are looking for the movies in which Elisabeth Shue acted, the Cypher query would be:

```cypher
MATCH (a:Actor {name:'Elisabeth Shue'})<-[:STARRED_ACTORS]-(m:Movie)
RETURN m.name
```
For the movies she directed:

```cypher
MATCH (d:Director {name:'Elisabeth Shue'})<-[:DIRECTED_BY]-(m:Movie)
RETURN m.name
```
For the movies she wrote:

```cypher
MATCH (w:Writer {name:'Elisabeth Shue'})<-[:WRITTEN_BY]-(m:Movie)
RETURN m.name
```

Please provide more specific information in your query."
625,What makes [Margaret Field] appear in,The Man from Planet X,"""MATCH (a:Actor {name: 'Margaret Field'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"""
626,What made [Arthur Godfrey] star in,The Glass Bottom Boat,MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: 'Arthur Godfrey'}) RETURN m.name
627,what causes [Magda Apanowicz] to appear in,Devil's Diary,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor{name:""Magda Apanowicz""}) RETURN m.name"
628,What is [Bruce Perens] action in,Revolution OS,"The provided natural language query ""What is [Bruce Perens] action in"" is incomplete and does not provide enough information to generate a Cypher query. Please provide more details such as the entity type of 'Bruce Perens' and the specific action or connection you want to know about him."
629,What the movies do [Lisa Gastoni] are appearing in,"Wild, Wild Planet",MATCH (a:Actor {name: 'Lisa Gastoni'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name
630,ce qui fait [Oscar Redding] star dans,Van Diemen's Land,"""MATCH (a:Actor {name: 'Oscar Redding'})<-[:STARRED_ACTORS]-(m:Movie) RETURN m.name"""
631,What the films do [Spike Lee] appear in,Jungle Fever|Mo' Better Blues|Girl 6|She's Gotta Have It,MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director{name:'Spike Lee'}) RETURN m.name
632,what the films have done [Derek Lee] to act in,Afflicted,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Derek Lee""}) RETURN m.name"
633,What the films have done [Jennifer Westfeldt] to act in,Friends with Kids|Kissing Jessica Stein,"MATCH (m:Movie)-[:STARRED_ACTORS]->(a:Actor {name: ""Jennifer Westfeldt""})
RETURN m.name"
